text,leto,mesec,rojstvo,stranka,spol,sent
"hvala, gospod predsednik. gospod dušan šiško, imate mikrofon. izvolite.",2020,03,1967,SD,M,neutral
"spoštovani predsednik, kot se morda spomnite, sem prvo poslansko vprašanje namenil vam, očitno tudi zadnje, v zvezi z nuklearno elektrarno krško. nuklearna elektrarna v krškem odlično obratuje in doslej ni imela večjih težav. vendar je potrebno računati tudi s tem, da lahko pride do težav in celo do nesreče, za kar se v sami elektrarni kot v lokalni skupnosti in na državnem nivoju pripravljalo ustrezni načrti. med možnimi scenariji so lažje in težje oblike nesreč, ob katerih je predvidena manjša ali obsežnejša evakuacija prebivalstva. medtem pa bi lahko prišli do posledic za njihovo imetje, kot so objekti, zemljišča, pridelki, da ne naštevam naprej. med ljudmi v okolici elektrarne velja prepričanje, da so nižje cene nepremičnin deloma posledice same prisotnosti jedrskega objekta, četudi ta varno obratuje. zanima me ali pri vrednotenju nepremičnin v regiji posavje zaznamo zmanjšane vrednosti objektov zaradi nuklearne elektrarne krško? ali je predvideno, kolikšna bi bila skupna višina odškodnine, ki bi jo v primeru nesreče lahko dobili izplačano prizadeti prebivalci? kako je z odgovornostjo za jedrsko nesrečo zavarovana in kdo bi to odškodnino izplačal? hvala.",2020,03,1969,SNS,M,neutral
"hvala, gospod poslanec. gospod predsednik vlade, izvolite.",2020,03,1967,SD,M,neutral
"hvala lepa za vprašanje. sprašujete nekaj stvari. odgovor na prvo vprašanje, ali je pri vrednotenju zaznano zmanjšanje vrednosti zaradi nek. empirične analize podatkov o kupoprodajnih pravnih poslih z nepremičninami na območju občine krško, kot tudi na območju posavja, ne izkazujejo posebnosti zaradi jedrske elektrarne. to izkazujejo tudi redna poročila o dogajanju na trgu nepremičnin, ki jih objavlja gurs. poročila so od leta dalje tudi javno objavljena na spletnih straneh gurs. druga. ali je predvideno, kolikšna bi bila skupna višina odškodnine? skupna višina odškodnine iz naslova jedrske nesreče je določena v . členu konvencije o odgovornosti tretjim na področju jedrske energije z dne . julija , kot je bila spremenjena z dodatnim protokolom z dne . januarja in s protokolom z dne . novembra . v šestih mesecih po objavi začetka veljavnosti protokola bodo stopile v veljavo določbe zakona o odgovornosti za jedrsko škodo glede omejitve odškodninske odgovornosti uporabnika in odgovornosti države za jedrsko škodo. republika slovenija je protokol o spremembi konvencije ratificirala . . , vendar je njegova veljava odložena do dne, ko ga ratificirajo, sprejmejo ali odobrijo vse pogodbenice, zato posledično še ne velja. tretjič. kako je odgovornost za jedrsko nesrečo zavarovana in kdo bi to odškodnino izplačal? odgovornost je zavarovana z zavarovalno polico, ki sta jo sklenila nuklearna elektrarna krško in pool za zavarovanje in pozavarovanje jedrskih nevarnosti. najvišji znesek za odgovornost uporabnika za škodo, ki jo je povzročila jedrska nesreča, sedaj znaša milijonov evrov, približno. če bi jedrska škoda ta znesek presegla, je na drugi ravni odgovorna država, pri čemer pa njena odgovornost sedaj znaša približno milijonov evrov. četudi ta sredstva ne bi zadoščala za popolno poplačilo škode, pa na tretji ravni skupaj odgovarjajo vse pogodbenice bruseljske dopolnilne konvencije, pri čemer njihova skupna odgovornost sedaj znaša približno milijonov evrov. po uveljavitvi protokola o spremembi konvencije, pa se bo jedrska škoda do zneska najmanj milijonov evrov krila iz sredstev, zagotovljenih z zavarovanjem ali drugim finančnim jamstvom, nad in do tisoč milijonov evrov iz javnih sredstev, ki jih mora zagotoviti pogodbenica, na katere ozemlju je jedrska naprava odgovornega uporabnika, med tisoč in tisoč milijonov evrov pa iz javnih sredstev, ki jih morajo zagotoviti pogodbenice v skladu s formulo za prispevke iz . člena konvencije. hvala.",2020,03,1977,,M,neutral
"hvala, gospod predsednik. gospod poslanec, izvolite.",2020,03,1967,SD,M,neutral
"hvala, spoštovani gospod predsednik. malo sem pričakoval takšen odgovor. moram pa povedati, da ste omenjali samo republiko slovenijo. kaj pa partnerica hrvaška? vemo vsi, da so hrvati polovični lastniki, njih se nikjer nič ne omenja. prav tako sem bil zelo vesel, ko ste tukaj dali izjavo, da želite, da se začne graditi drugi blok, kar v krškem in v posavju tudi podpiramo. kot sem vas in slovensko javnost že prvič opozoril, so napovedi o gradnji končnega odlagališča radioaktivnih odpadkov stare že . let, saj sem tudi šel skozi vašo življenjsko zgodbo takrat, pri prvem vprašanju. žal mi je, da ste prej odstopili, preden ste lahko uresničili obljubo, ko ste rekli, da bo odlagališče zgrajeno tudi v vašem mandatu. tako pa bo problem počakal novega predsednika in novo vlado, za katero napovedujejo, da bomo imeli kar dva ministra v posavju. mislim, da se bosta morala onadva s tem tudi malo bolj ukvarjati. vam pa moram ob tej priložnosti priznati, da sem bil z vašimi odgovori vedno dokaj zadovoljen in da sva tudi sicer dobro sodelovala, za kar se vam že sedaj zahvaljujem.",2020,03,1969,SNS,M,neutral
"hvala, gospod poslanec. gospod predsednik, izvolite.",2020,03,1967,SD,M,neutral
"hvala. z odpadki se seveda zapleta, tako kot z nekaterimi drugimi zadevami, ki jih rešujemo z republiko hrvaško. problem bo tudi v prihodnje, ko bomo gradili drugi blok, bomo seveda morali drugače zadeve zastaviti, zagotovo. verjamem, da si bo tudi, kdorkoli bo v vladi, prizadeval za skladišče za jedrske odpadke, ki pa ga po mojem mnenju ne bomo mogli zgraditi z republiko hrvaško, ampak bomo morali kar lepo sami zagristi v ta problem, ker drugače nas bo čas prehitel. ob tej priliki se seveda, spoštovani poslanec, tudi jaz vam zahvaljujem za korektno sodelovanje. postavljali ste vprašanja, ki zadevajo ljudi z vašega območja. upam, da vas nisem preveč razočaral. s kakšnim vprašanjem zagotovo kdaj, ampak hvala tudi vam za sodelovanje.",2020,03,1977,,M,neutral
"hvala. predsedniku vlade, ki opravlja tekoče posle, se zahvaljujem za podane odgovore. s tem, spoštovane poslanke, spoštovani poslanci, v skladu z . členom poslovnika državnega zbora prehajamo na poslansko vprašanje, postavljeno na . seji državnega zbora. minister za finance, ki opravlja tekoče posle, dr. andrej bertoncelj, bo odgovoril na poslansko vprašanje gospoda branka simonoviča. izvolite.",2020,03,1967,SD,M,neutral
"hvala lepa. spoštovani! letni dodatek, tako imenovani regres, za upokojence je pravica iz pokojninskega in invalidskega zavarovanja, saj se le ta določa v skladu z zakonom o pokojninskem in invalidskem zavarovanju, to je zpiz , in pripada uživalcem pokojnin po tem zakonu. vsak zavezanec rezident, ki prejema dohodke iz naslova pokojninskega in invalidskega zavarovanja vključno z letnim dodatkom, je upravičen do osebne olajšave v obliki zmanjšanja dohodnine v višini , odmerjene pokojnine. to je tako imenovani davčni kredit. ta je uveden zaradi neto principa izračunavanja pokojnin in se nanaša tudi na letni dodatek ter s tem že omogoča ugodnejšo davčno obravnavo tega dohodka v primerjavi z zavezanci, ki prejemajo dohodek iz delovnega razmerja. omeniti pa moram tudi razbremenitev pri letni odmeri dohodnine, ki je bila sprejeta v letu in je začela veljati s . januarjem tega leta, ki še dodatno vpliva na razbremenitev upokojencev. namreč, znesek neobdavčene mesečne pokojnine ob veljavni lestvici za primer upokojencev, ki prejema pokojnino in uveljavlja samo splošno olajšavo in dodatno splošno olajšavo ter nima drugih dohodkov, ki seštevajo letno davčno osnovo, znaša letno, trenutni izračun, tisoč evrov. pred spremembami zakona o dohodnini iz leta , ki so se začele uporabljati s . januarjem letos in ki je vseboval spremembe tako na splošni in dodatni splošni olajšavi in na davčni lestvici, pa je neobdavčen del za takega upokojenca znašal približno, torej pred tem, tisoč evrov.",2020,03,"-
",,M,neutral
"hvala, gospod minister. s tem prehajamo na vprašanja poslank in poslancev v prvem krogu. kot prva imate besedo gospa alenka jeraj, vprašanje pa bo zastavljeno ministru, ki opravlja tekoče posle, mag. zoranu pozniču. izvolite.",2020,03,1967,SD,M,neutral
"hvala lepa. gospod minister, lepo pozdravljeni. zanima me, ali veste, kaj ste dogaja na javni agenciji za knjigo. . januarja vam je namreč pisala članica sveta in opozorila na nepravilnosti. zanima me ali ste ji odgovorili oziroma ali nameravate kaj v zvezi s tem narediti? ne samo ona, ampak tudi drugi organi so opozorili na nezakonitosti, tudi precejšnjo potratnost pri njenem delu, vendar je svet zavoda kljub temu ni razrešil. torej zanima me glede na opozorila, ki jih je podala članica sveta javne agencije gabrijela babnik. ali ste že sprožili kakršnekoli ukrepe? ali ste sprožili postopke preiskovanja teh nepravilnosti? mislim, da je to naloga policije, ampak vi ste dolžni te predloge dati. in še ena stvar ali je po vašem mnenju primeren za predsednika sveta gospod slavo pregelj in ostali, ki so te nepravilnosti, bom rekla, pokrili in glasovali proti razrešitvi te direktorice z argumentom, da se bo poboljšala, če zdaj nekaj krši, da bo pa potem delala bolje? je to pravi način za reševanje takih stvari? ali boste zamenjali svet zavoda? jaz vem, da ste v odhajanju, ampak dokler pa ste še na tem mestu, ste dolžni ukrepati.",2020,03,1973,SDS,F,neutral
"hvala, gospa poslanka. gospod minister, izvolite.",2020,03,1967,SD,M,neutral
"spoštovana gospa poslanka, hvala za to vprašanje. seveda ministrstvo za kulturo v tem primeru ni stalo križem rok. kmalu po tistem, ko smo dobili to pismo članice sveta javne agencije gospe mag. gabrijele babnik, smo se podrobneje ukvarjali s temi navedbami, ki so v tem pismu. tako da so ugotovitve v resnici kar zanimive. mogoče bi šel kar po vrsti, upam, da mi v tem kratkem času bolj ko ne uspe vse. prvi takšen očitek je bil glede strateškega načrta javne agencije za knjigo. tu je šlo v resnici za časovne zadrege, za neizpolnjevanje datumskih omejitev sprejetja strategije in tako naprej. seveda pa tudi po tem, če se spomnite pred nekaj dnevi na odboru za kulturo, tudi očitek na odboru za kulturo dne . . je na dotično problematiko s strani sklicatelja problematiziral sledeč zapis multidisciplinarni marketinški pristop, ki gradi na pripadnosti, ugledu, potrošniških vrednotah ali svojevrstni odvisnosti uporabnika kot je na primer delal disney ali japonske družbe . seveda je to vzeto izven konteksta, ker se je zapis navezoval na promocijo na trgih izven eu, kjer vladajo drugačni tržni pristopi. mi smo mnenje o tej strategiji podali v zakonskem roku, in sicer . . po prejetih informacijah je svet jak v predlogu strategije sicer razpravljal . ., vendar še brez pripomb ministrstva za kulturo, kar je v resnici v nasprotju za zakonom. drugo je vprašanje podvajanja delovnih štipendij. ministrstvo se strinja z avtorico pisma, da mora jak glede na načela, ki jih določa zakon o javni agenciji, zagotavljati pogoje za vrhunsko ustvarjalnost na področju leposlovja. in zato je tudi v zakonskih določbah navedeno, da gre za dve različni zakonski nalogi, ki jih mora agencija opravljati, in zato ne gre za podvajanje, kar je bila floskula s strani direktorice. zakon o javni agenciji za knjigo republike sloveniji med drugim določa, da je ena izmed nalog agencije, da s podeljevanjem delovnih štipendij in drugimi ukrepi zagotavlja stimulativne pogoje za vrhunske ustvarjalce, ki delujejo na področju leposlovja, ter izvaja knjižnično nadomestilo. torej, to sta dve različnih, to so hruške in jabolka. po zakonu o knjižničarstvu se knjižnično nadomestilo izvaja v dveh oblikah, in sicer kot denarni prispevek živečim avtorjem knjižničnega gradiva za izposojo njihovih del ter delovne štipendije za ustvarjalnost. zato smo tudi zaprosili jak, da sledi zakonskim normativom. tretje je bilo izpostavljeno problematika oddaje prostorov v najem. ta problematika je večplastna in ministrstvo za kulturo pač ugotavlja, da je jak kot upravljavec navedene parcele na podlagi zakona o stvarnem premoženju države in samoupravnih lokalnih skupnosti pravnoformalno sicer upravičen, da del parcele odda v najem po postopku, ki ga določajo predpisi, vendar pa je najmanj nekoliko nenavadno, da je jak najprej prosil, da se ga določi za upravljavca navedene parcele, češ da bo s tem reševal prostorsko problematiko, nato pa del te parcele, se pravi tega stvarnega premoženja, v resnici oddajal v najem. jak bi lahko oddal te prostore v najem samo, če jih upravljavec ne potrebuje za opravljanje svojih nalog. iz besedila javnega zbiranja ponudb izhaja, da znaša izhodiščna najemnina evrov mesečno, kar znaša na petletni ravni, za kolikor naj bi se pogodba podpisala, tisoč evrov. v skladu z zakonom je agencija dolžna zaprositi za soglasje ustanovitelja, če ta znesek presega vrednost tisoč evrov. in dolžni so seveda pridobiti prehodno pisno soglasje, ki ga v tem primeru ni bilo. pristojni organi o izdaji soglasja, ki je obvezna priloga pravnega posla, odločajo v dneh izklop mikrofona",2020,03,"-
",,M,neutral
"gospod minister, porabili ste svoj čas plus sekund. gospa poslanka, želite dopolnitev odgovora? izvolite.",2020,03,1967,SD,M,neutral
"ja, dopolnitev in da bo minister lahko do konca odgovoril. že to, da ni bila pravočasno pripravljena dolgoročna strategija razvoja, je po zakonu krivdni razlog za razrešitev direktorice. nujno pa še to, kar ste sami povedali, da je zaprosila za nove prostore, dodatne prostore za svoje potrebe, potem pa to oddaja prijateljem. to je pa, to je pa še drugi razlog, da bi morala biti ta gospa danes nekje drugje ne pa več direktorica.",2020,03,1973,SDS,F,neutral
"gospod minister, izvolite.",2020,03,1967,SD,M,neutral
"hvala. za mnenje o tem smo zaprosili tudi kpk, vendar odgovora še nismo prejeli. potem je pa zadnja problematika, to je problematika črpanja evropskega denarja za knjižni sejem v frankfurtu leta . seveda gre za kohezijska sredstva, kjer smo sedaj nekako skupaj z našim posredovanjem skušali omejiti škodo, ki je nastajala zaradi dolgotrajnih in časovno skoraj neomejenih postopkov. kar se tiče zamenjave kogarkoli na jak, pa to na žalost ni v pristojnosti ministra za kulturo niti ne ministrstva za kulturo. svet zavoda s sklepom, kakršen je bil sprejet, v resnici tudi prevzema vso odgovornost za nadaljnje delovanje, sploh kar se tiče delovanja v pravnih okvirjih. toliko, ampak tega je ogromno in veliko, tako da vam pošljem.",2020,03,"-
",,M,neutral
"hvala, gospod minister. s tem prehajamo na naslednje vprašanje. dr. matej tašner vatovec, vprašanje pa je za ministra dr. mira cerarja. izvolite.",2020,03,1967,SD,M,neutral
"najlepša hvala, predsednik. spoštovani minister! zdaj v zadnjih letih, odkar se v sloveniji soočamo z nekoliko večjim številom prošenj za mednarodno zaščito, smo na nek način soočeni z dvema težavama, eno so politične odločitve, se pravi odzivanje na to stanje, ki smo ga že v levici večkrat izpostavili, drugi pa, ki mu seveda tudi sledi, so problemi pri vodenju postopkov pri dodeljevanju mednarodne zaščite. zdaj govorim o organih, o tem, kako se pravzaprav odloča, kdo je upravičen, kdo ne. in tu bi rad izpostavil dva bolj v oči bijoča primera, kjer ocenjujemo, da seveda niso bile upoštevane vse okoliščine. prvi je bil turčija. po tistem poskusu državnega udara v turčiji nekaj časa nazaj so turške oblasti označile tako imenovane guleniste za državne sovražnike, za teroriste. posledica je bila več kot tisoč priprtih turških državljanov, tisoč odpuščenih učiteljev, sodnikov, akademikov, znanstvenikov, zdravnikov in tako naprej. zaprtih je bilo tisoč izobraževalnih institucij. tisoč ljudem so bili odvzeti potni listi in tako naprej. skratka, lahko bi še naštevali. no, slovenija je do pred kratkim turčijo smatrala kot varno izvorno državo in je zaradi tega tudi zavračala prošnje turških prosilcev za azil po dolgotrajnem mesečnem reševanju njihovih vlog. mnz je takrat te odločitve temeljilo na člankih iz wikipedije in medijskih člankih. podobno velja za eritrejo, kjer je mednarodno priznano, da je tam v bistvu neka država v razsulu, kjer pač vlada popolna katastrofa in je seveda tudi nevarna za svoje državljane. na ravni celotne eu so dejansko eritrejski prosilci za azil tudi deležni mednarodne zaščite. v sloveniji smo oziroma je ministrstvo začelo zavračati eritrejske prosilce na podlagi nekih pavšalnih ocen, kjer je celo navedeno, da se ne da priti do podatkov stanja v državi. se pravi ocenjujejo, da ni nobenih težav. tukaj v prvi vrsti sprašujem ali ministrstvo za zunanje zadeve pravzaprav pripravlja kakršnekoli analize o stanju v tretjih državah za lastne potrebe? še posebej me pa zanima ali poteka kakršnokoli sodelovanje med ministrstvom za notranje zadeve in ministrstvom za zunanje zadeve pri pripravi teh poročil? ali je, glede na to, da so odločitve glede varnih izvornih držav s strani ministrstva za notranje zadeve osnovane na člankih, ki jih lahko najdete na spletu, ne pa na nekih resnih poročilih, recimo, tudi mednarodne organizacije za begunce in tako naprej, sploh potekalo kakšno sodelovanje med mnz in mzz pri ocenjevanju dejanskega stanja v varnih izvornih državah?",2020,03,1983,Levica,M,neutral
"hvala, gospod poslanec. gospod minister, izvolite.",2020,03,1967,SD,M,neutral
