text,leto,mesec,rojstvo,stranka,spol,hs
"hvala za vprašanje. strinjam se z vami, da je govora o tem davku že precej dolgo, tako kot še o kakšni drugi stvari. davek na nepremičnine je zagotovo pereča točka. ko se bo pripravljal ta zakon, bomo zagotovo deležni, katera koli vlada že bo, pritiskov lobistov takšnih in drugačnih. tak davek lahko izpelje samo močna vlada, to je res, ob predpostavki, da so evidence takšne, kot morajo biti, da so vsi predpogoji izpolnjeni. je pa še nekaj v sloveniji značilno, da so ljudje v času socializma veliko sami gradili, zato v časih težko razumejo, da bodo zdaj morali plačati. ampak se strinjam z vami, da ta davek na nepremičnine v prihodnosti, če se bomo želeli posloviti od sedanjega nadomestila za uporabo stavbnih zemljišč, bo treba izvesti. ampak, kot se rekel, to lahko naredi samo močna večinska vlada. hvala.",2020,01,1977,,M,nesovrazni
hvala lepa. stališče poslanske skupine levica bo predstavila nataša sukič. izvolite.,2020,01,1956,SDS,M,nesovrazni
"spoštovani predsednik državnega zbora, jaz mislim, da moramo opraviti razpravo, da ljudje v sloveniji vidijo, da gre za kategorijo upokojencev, ki si je ves čas prizadevala, da bi plačevala, ampak bivši režim v nekaj obdobjih, lahko rečem, da skoraj več kot let sploh ni dopuščal, da si plačujejo prispevke. to pa prav zaradi tega, da diskriminira slovenskega kmeta, da ga uniči do konca. ko pa je že nastopila kriza bivšega socialističnega sistema, so jim deloma opravičevali in so si lahko plačevali prispevke z omejenimi pravicami. ampak morate se zavedati, da marsikateri kmet je plačal približno enako število, govorim o prejšnji državi, če bi povedal v denarju, kot nek delavec, imel pa je iz tega samo polovico pravic. kot veste, je šla ta diskriminacija tako daleč, da je kmet, ki je prišel do zdravnika, imel celo zeleno zdravstveno knjižico, za razliko od vseh tistih ostalih, ki smo imeli, mislim da, zdravstveno knjižico oranžne barve. šlo je za diskriminacijo in nova država je leta to celo ugotovila. zaradi tega je v sistemu poprave krivic uvedla državne pokojnine, ker se je tega zavedala. vlada pod vodstvom sd, minister je bil takrat svetlik, je državne pokojnine ukinila in rekla, da ti dobijo neke socialne transfere v okviru tega. v okviru socialnih transferjev pa se je usedla na številne kmetije. imamo družinske kmetije, imamo celo vrsto kmetij, ki so preživele ne nazadnje tudi socializem in danes umirajo na obroke. zakaj je tako pomembno, ministrica? oba se zavedava, da v kmetijstvu prihaja do številnih tehnoloških sprememb, oba se zavedava, imava skupni cilj, bi lahko rekel, tudi generacijske prenove slovenskega kmetijstva. ne moremo govoriti o digitalizaciji, če ne uvedemo nove strukture slovenskih kmetov in kmetic. poglejte, če želijo ti stopiti v kmetijstvo, če želi kmet postati nek ambiciozen cilj mladih ljudi ali pa nek ambiciozen poklic, kakšne posnemovalce imamo danes, če vidijo, da kategorije ljudi, ki so se , let ukvarjali z kmetijstvom, danes dobesedno umirajo na obroke? zaradi tega predlagam, da opravimo eno temeljito razpravo brez nekih velikih ideoloških tem. jaz mislim, da vsaj tem tisoč ljudem v sloveniji, ki danes dobesedno umirajo na obroke, zagotovimo povečanje teh pokojnin morda na višino minimalne pokojnine. gre za relativno izredno majhen znesek, bi pa morda ta znesek, ministrica, vplival na neke poglede na kmetijstvo, da ta država vidi kmetijstvo v neki drugi luči in da nismo, kot bi rekli američani, v tem boju, če lahko govorim v narekovajih, pozabili na vse te ljudi, ki so slovenskemu kmetijstvu dali ogromno. lahko bi rekel, da so mu posvetili celo svoje življenje. in to je tudi njihov način življenja. naj bo ta pravica zagotovljena. najlepša hvala.",2020,01,1970,SDS,M,nesovrazni
"najlepša hvala, spoštovani poslanec. glede na dogajanje današnjega dne jaz osebno verjetno težko prav veliko. lahko povem, da se strinjam z vami, da bi bilo treba zagotoviti nek konstanten vir financiranja, ki se ne bi spreminjal iz leta v leto in ne bi bil odvisen od vsakoletne politike. pa to ne zaradi želje gradbincev posebej poudarjam, čeprav ste vi rekli, da je bil na željo gradbincev pripravljen šestletni plan nikakor ne, ampak zato, ker je po tem potreba. na žalost tudi ob sprejemanju proračunov za leti in nisem bila uslišana. ampak jaz povem, da bomo s tem, kar imamo, s tem, kar je državni zbor določil, naredili maksimalno, kolikor lahko. pripravljen imam, sem ga tudi že poslala v vladno proceduro, zakon o tako imenovanem infrastrukturnem skladu, ki bi natančno določil vire in ne bi bilo tega namenskega prenašanja denarja iz leta v leto. kar se zdaj dogaja in se ga prenese, se ga ne prenese. skratka, to bi bil prvi korak, ki bi zagotovil konstanten vir, in verjetno bi bilo treba pogledati, da te vire, ki so že danes namenjeni, to so takse pri registraciji cestnine, uporabnine in tako naprej, mogoče v nadaljevanju še nadgradimo s kakšnim konstantnim stalnim virom za ta del. želela bi opozoriti na še eno stvar. tudi v tem državnem zboru večkrat govorimo o tem, da bi morali, in jaz se strinjam, še večjo pozornost dati železniški infrastrukturi, ker bi lahko na ta način ceste razbremenili. železniški projekti se načrtujejo še bolj dolgoročno in so še dražji, kar pomeni, da je pot do teh projektov še bolj zapletena, ampak to nas ne sme ustaviti. jaz pričakujem v sredo imam sestanek z delovno skupino, ki sem jo imenovala za nek strateški pogled na razvoj slovenskih železnic da ta predlog dobim, da ga bom lahko predstavila mogoče tudi tukaj v državnem zboru, da vidimo, kako naprej s slovensko infrastrukturo. vsekakor se strinjam z vami, da je stabilen vir financiranja za infrastrukturne projekte pomemben, ker to niso projekti od danes do jutri. to so projekti, ki se načrtujejo dolgoročno. pot do cilja je dolga, treba je projekt pripraviti, treba je odkupiti zemljišča, treba je narediti razpise za izvajalce, kar tudi ni prav lahka pot, v naši državi priti do konca. upam, da vam bom lahko v kratkem, tudi vaši poslanski skupini, prišla predstavit ta zakon pa da mogoče skupaj naredimo kaj dobrega za prihodnost naše države.",2020,01,1970,,F,nesovrazni
"hvala lepa. preden nadaljujemo, bi prosil gospode na levi, da omogočijo razpravljavcem nemoteno razpravo. če bo kdo želel besedo, jo bo dobil, ni nobenega problema, časa imate dovolj in ni nobenih omejitev. zdaj dajem besedo predlagatelju luki mescu.",2020,01,1956,SDS,M,nesovrazni
"hvala za dopolnjeno vprašanje. dejstvo je, da če hočemo priti do številke milijarde evrov prihodkov od turizma, tujskega turizma, je potrebno narediti še ostale ukrepe iz strategije. eden od ključnih je izvedba privatizacije turističnih hotelskih kapacitet, ki jih je še vedno v državni lasti. ampak o tem ne bi danes. nadaljeval bi s kadrovskimi zadevami, ker so kadri ključna osnova za to, da tukaj pridemo nekam naprej. zavzemamo se za to, da bi na ministrstvu za delo, družino, socialne zadeve in enake možnosti prisluhnili potrebam turističnega gospodarstva ter omogočili čim lažje in hitrejše pridobivanje kadrov za turizem tudi s pomočjo priznavanja deficitarnosti nekaterim poklicem v gostinstvu in turizmu. predlagali smo, da se med upravičence za štipendije za deficitarne poklice že v lanskem in letošnjem šolskem letu uvrstijo tudi poklici s področja gostinstva in hotelirstva, predvsem kuhar, natakar, receptor, sobarica, oziroma izobraževalna programa gastronomske in hotelske storitve ter gastronomija in turizem. ključni ukrep strategije za izboljšanje stanja na področju kadrov turizma je oblikovanje novega modela in sheme certificiranja ustrezne kadrovske politike, ki bi spodbujala uspešno zaposlovalno politiko in uspešno upravljanje s kadri v slovenskem turizmu. med prednostnimi nalogi mojega ministrstva je tudi oblikovanje nove nacionalne sheme za spodbujanje ustreznega upravljanja s kadri v turizmu. gre za vzpostavitev tako imenovane modre sheme tretjega stebra trajnosti za slovenski turizem. z modro shemo želimo doseči izboljšanje obsega razpoložljivih in kakovostnih kadrov za turizem ter izboljšanje problematike na tem področju. prve rezultate lahko pričakujemo konec letošnjega leta, bistven prispevek pa bodo primeri dobrih praks upravljanja s kadri. hvala.",2020,01,1957,,M,nesovrazni
"najlepša hvala za besedo. jaz se seveda v prvi vrsti na tem mestu sprašujem, zakaj spremembo teh dveh zakonov sploh potrebujemo. enostavno namreč ne razumem, glede na to, da imamo v . členu kazenskega zakonika jasno zapisano, da se, kdor se lažno izdaja za uradno ali vojaško osebo ali neupravičeno nosi oznake uradne ali vojaške osebe, kaznuje z denarno kaznijo ali z zaporom do enega leta. enako se kaznuje tudi, kdor opravi kakšno dejanje, ki ga je upravičena opraviti samo uradna ali vojaška oseba. zakona, ki sta danes pred nami, sta s tega vidika popolnoma neupravičena in seveda tudi nepotrebna. lažno izdajanje za uradno ali vojaško osebo imamo namreč že jasno opredeljeno kot kaznivo dejanje. in seveda se na tem mestu sprašujem, ali državna meja pa ne spada v ta okvir, ki spada nekako pod ta člen. popolnoma nelogično mi je, zakaj danes o tem sploh tukaj govorimo. drugo, kar se je potrebno vprašati, je pa tudi to, zakaj je do vaških straž sploh prišlo. jaz resnično ne vem, ali se na ministrstvu zavedate, ampak verjemite mi, sama prihajam iz ene občine, ki je ob južni meji, in državljani ob južni meji se ne počutijo varne. pa nismo na tistem območju, kjer so prehajanja ilegalnih migrantov najbolj obsežna, ampak dogajajo se že leta in leta v večjih ali manjših količinah in nekako, bom rekla, so se na nek način ljudje tega navadili, na drugi strani pa seveda to tudi vzbuja velik strah, bojijo se za svoje otroke. želijo si neke dodatne ukrepe, želijo si cestno razsvetljavo, kjer je nikoli ni bilo in je na nek način tudi nesmiselna, zaklepajo se hiše, ko se prej niso, ko so na primer ženske šle na vrt, so bili pač ljudje na podeželju nekako navajeni, da so hišo pustili odprto, ko so se sprehajali po dvorišču. žal danes ni več tako, in to je seveda zaskrbljujoče. drugo, kar me dejansko pri vsem tem skrbi, so pa vaši podatki, ki jih javno objavljate. v lanskem letu sem dvakrat postavila poslansko vprašanje, vezano na število ilegalnih prehodov v tistih naših koncih, konkretno na območju pp ormož, gorišnica in podlehnik. če od . . do . . seštejem, je bilo po vaših odgovorih teh ilegalnih prehodov tisoč . ko pogledamo podatke, ki ste jih dali delovni skupini, ki ste jo ustanovili za proučitev vplivov nezakonitih migracij v obmejnih občinah, pa so te številke bistveno nižje, razlike je kar za . govorim o območju pp ormož, gorišnica in podlehnik. mene zanima, na kakšen način to so podatki, s katerimi ste odgovorili na moje poslansko vprašanje, pod te podatke je podpisan minister, drugi podatki naj bi bili pa vir policije kako lahko pride to takšnega razhajanja samo na tem območju. takšne in podobne situacije pa jaz verjamem, da pri ljudeh vzbujajo na nek način strah in tudi nezaupanje v samo delo, ki ga policija izvaja. na drugi strani pa jaz zelo razumem policiste, ki so na tej južni meji. nedolgo nazaj samo lahko v medijih brali o plačah, ki so v policiji na ministrstvu za notranje zadeve, in tukaj je najbolje plačanih, katerih plače se gibljejo med tisoč in pa tisoč evri bruto, na drugi strani imamo policista nadzornika meje, ki dobi tisoč evrov bruto. jaz vem, da je policija en glomazen aparat, ki ga seveda državljani potrebujemo, ampak mene zanima, kakšno je razmerje ljudi, zaposlenih v policiji, ki dejansko sedijo v pisarnah pa gredo redko na teren, in tistih, ki so dejansko dnevno zunaj na terenu. številčni podatki me zanimajo, koliko je enih in koliko je drugih, zato ker se mi zdi, da imamo pa resnično preglomazen aparat, na drugi strani pa vemo, sami ste dali te podatke v lanskem letu, da potrebujemo tisoč policistov. še kako jih potrebujemo! teh, ki so operativno vpeti in ki so konkretno na južni meji, zagotovo potrebujemo več. tako da njihovo delo izjemno cenim in spoštujem, ampak na drugi strani se je pa glede tega, kar dela samo vodstvo, za vprašati in ne uživa mojega zaupanja. če pogledamo malo te zakone. šla bom skozi oba zakona, ker to je, bom rekla, kar takšno zabavno branje, ampak se resnično vprašam, spoštovani minister, ali ste vi sploh prebrali to, kar ste dali iz rok. šla bom najprej k zakonu o nadzoru državne meje, stran dve. zapisano imate osnovna dolžnost in naloga ter poslanstvo policije je zagotavljanje varnosti posameznikov in skupnosti, zato je zakonsko področje treba nadgraditi s kaznivostjo določenih ravnanj. kaj pa . člen kazenskega zakonika? ali ni dovolj določen glede kaznivosti? zakaj je potrebno to dodatno nadgrajevati? kot rečeno, do vaških straž sploh ne bi prihajalo, če bi se ljudje počutili varno. jaz mislim, da je na mestu vprašanje, kdo se zdaj tukaj čuti ogroženega. drugo, kar je zanimivo, cilj predloga zakona je zagotoviti učinkovitejše varovanje državne meje. to zelo podpiramo, resnično, ampak mene zanima, kje so ukrepi za zagotavljanje učinkovitejšega varovanja državne meje. kateri so ti ukrepi? jaz bi bila vesela, če tudi pri finančnih učinkih ne bi pisalo, da nima finančnih posledic za državni proračun, zato ker bi pa seveda na drugi strani vsebovali posamezne ukrepe, ne vem, kupili bomo še nekaj dronov, zaposlili bomo dodatne policiste, nabavili bomo to opremo, postavili bomo še dodatno mejo ali kakorkoli, vezano na učinkovitejše varovanje državne meje. ampak v tem zakonu ni v zvezi s tem popolnoma nič. spremembe, ki naj bi jih prinašale, pod . , pod poglavitnimi rešitvami zelo zanimivo za zagotovitev učinkovitejšega varovanja državne meje in rasne razmejitve pristojnosti varovanja državne meje se pa potem navedete to edino spremembo, ki je. ampak kar je zanimivo, pišete, jasne razmejitve pristojnosti . med kom? vi torej zdaj priznavate na eni strani kaj? policijo pa civilno družbo? pristojnosti med kom vi razmejujete v tem zakonu? resnično zanimivo. na nek način očitno priznavate še nekaj drugega, da jih razmejujete. tako da o tem bi resnično prosila za pojasnila. potem naprej, pri prikazu ureditve v drugih pravnih sistemih grem skozi vse te države, ki jih navajate, ampak enostavno jaz iz vseh teh primerjav ne vidim, kje je zdaj tukaj vloga civilne družbe. v nobeni državi nimajo podobne ureditve, kot jo zdaj vi v tem zakonu predlagate. če pogledamo sam člen, ki se spreminja, je tudi zanimivo prepovedano je vsakršno ravnanje posameznika ali skupine, ki se z namenom nadzora državne meje izvaja na način, ki je enak ali podoben oblikam opravljanja policijskih nalog pri izvajanju nadzora državne meje ali ki ovira policijo pri izvajanju nadzora državne meje. torej ne smejo delovati zgolj na državni meji, v globini pa lahko delujejo, ali kako? spet zelo nelogičen zapis. če pogledam naprej v sami obrazložitvi. tukaj navajate, da trenutna pomanjkljiva zakonska urejenost s področja javnosti povzroča vznemirjenost. mene zanima, koliko državljanov republike slovenije je občutilo to vznemirjenost. ovira delo policije v kakšnem smislu? jaz si res ne znam predstavljati, kako lahko to ovira delo policije. če mi lahko to pojasnite. in bi lahko negativno vplivali na ugled republike slovenije. jaz mislim, da na ugled republike slovenije pa negativno vpliva vse kaj drugega, kot pa to, kar vi tukaj navajate, tudi da kaj takega sploh pošljete v državni zbor. ko pogledamo drugi zakon, zakon o varstvu javnega reda in miru, kjer uvajate nov prekršek, ki se nanaša na uporabo maskirnih oblačil pa na dekorativno orožje. zelo zanimiva mi je ena fraza, in sicer prepovedano je nošenje navedenih oblačil, če posameznik vzbuja videz, da izvaja naloge uradnih ali vojaških oseb. zdaj mene zanima, kaj pomeni, da vzbuja videz. kako boste vi to pojasnili policistom, kaj morajo oni? boste izdali nek priročnik za vzbujanje videza ali na kakšen način bo to definirano? res ne vem, kako si vi to sploh predstavljate. je smešno, ampak po drugi strani je pa katastrofa. ali si vi predstavljate ko beremo obrazložitev k temu členu, tukaj zelo jasno piše, da je izključno v oceni policista. on je tisti, ki bo ocenil, ali nekdo vzbuja takšen videz. če boste dali to nalogo policistom, kako jim boste to pojasnili, na kakšen način? ker namreč državljana, ki bosta obravnavana v lendavi ali v kopru, morata biti enako obravnavana po zakonu. na kakšen način boste vi to zagotovili, s takšnimi frazami, kot ste jih zapisali v sam zakon? drugo pa je, da prekršek ni omejen na javni kraj. dajte mi to pojasniti, kaj zdaj to pomeni. da boste tudi po zasebnih hišah, stanovanjih gledali, kaj imajo ljudje oblečeno ali, ne vem, s kakšnimi plastičnimi, lesenimi pištolami paradirajo po hiši? mislim, to je res groteskno. popolnoma nesprejemljivo. na drugi strani, tisto, kar se mi pa res zdi, je, da se vi s tem zakonom norčujete iz samih policistov. navajate, kaj vse spada pod dekorativno orožje, med drugim sem dajte tudi lov s harpuno, in predpisujete, da je nošenje tega prepovedano. ne vem, ali ste že videli policista ali vojaka ob državni meji, ki bi se sprehajal s harpuno? jaz ne vem, kakšno zvezo ima to s tem zakonom? iz koga se vi norca tukaj delate? in tudi takšne fraze, kot so uniforme ali oblačila, podobna uniformam vojaških oseb kaj so zdaj to, podobne uniforme? kaj? jaz si ne znam prestavljati. to je po eni strani res smešno. minister, jaz vam priporočam, da vi ta zakon preberete. verjamem, da ga niste, ker ga sicer ne bi dali naprej. jaz res upam, da so ga prebrali tudi poslanci. pa saj take fraze ne morejo iti naprej, norčujete se iz ljudi, norčujete se iz policistov. in na nek način kaj želite s tem? predpisati, kako naj se nekdo oblači? kaj so maskirna oblačila? lovci bodo morali paziti, tisti, ki so tam ob meji, kako se sprehajajo, kako nosijo svoje orožje, verjetno bo hitro nastal problem. da ne govorim o vseh drugih uniformah, ne vem, kakšen gasilec gre domov v uniformi, bog ne daj, da ima še kakšno plastično ali pa leseno puško od otroka v roki. ker policist je tisti, ki bo na koncu ocenil, ali bo nekdo naredil prekršek ali ne. ampak to je popolnoma nesprejemljivo. ne more biti zakon napisan na način, da se dejansko presoja po prostem preudarku, da je možna tukaj neka subjektivna ocena posameznika. resnično, vse, kar lahko rečem, je to, da ko ste pisali te zakone, kdorkoli jih je pisal, zagotovo pri tem ni uporabljal niti malo zdrave pameti. hvala.",2020,01,1979,SDS,F,nesovrazni
"ja, tudi meni se je podobno zgodilo, ko sem enkrat v preteklosti želel sporočiti neko spremembo, so mi isto napisali. ugotovili ste prej, da ste dobili odgovor od vlade. vi danes sprašujete predsednika vlade in kot predsednik vlade vam povem, da se strinjam z vami in da bo v bodoče treba sprejeti takšno zakonodajo, ki bo takšne zadeve preprečevala. če ne moreš poslati takrat, zagotovo čez nekaj mesecev človek nehote pozabi in potem se lahko začnejo problemi. to so praktični problemi, ki so čisto življenjski. in kaj naj rečem? se strinjam z vami, nimam drugega tukaj povedati. v prihodnosti bo treba zakonodajo tako narediti, da bo komisija za preprečevanje korupcije učinkovita. predvsem pa, da se bo tudi življenjsko gledalo na stvari. hvala.",2020,01,1977,,M,nesovrazni
"hvala, gospod minister. ali želite besedo? nisem opazil roke. izvolite.",2020,01,1967,SD,M,nesovrazni
"hvala lepa. končali smo s predstavitvijo stališč poslanskih skupin. gospa mateja udovč, vi imate postopkovni predlog. izvolite.",2020,01,1986,LMŠ,F,nesovrazni
"hvala lepa. o vašem predlogu bo državni zbor odločil v sredo, . januarja , v okviru glasovanj. mag. bojana muršič bo postavila vprašanje ministru za zdravje alešu šabedru. izvolite.",2020,01,1953,DeSUS,M,nesovrazni
"hvala lepa, predsedujoči, za besedo. spoštovani minister! na območju severovzhodne slovenije te dni ponovno poteka živahna razprava, v katero je potisnjen center za sluh in govor v mariboru. gre za osrednjo inštitucijo na območju severovzhodne slovenije, ki obravnava gluhe in naglušne otroke in odrasle, otroke in odrasle z govorno jezikovnimi motnjami ter otroke z avtističnimi motnjami. zavod od leta domuje na lokaciji na vetrinjski ulici. takrat je imel učencev. danes izvaja program na dveh lokacijah, izvaja pa program vrtca, osnovne šole, zdravstveno dejavnost in mobilno enoto. vrtec in osnovno šolo obiskuje okoli otrok, mobilna služba oskrbuje cca otrok, zdravstveni dispanzer pa obravnava več kot tisoč različnih otrok in odraslih. delež gluhih otrok je relativno majhen, medtem ko se med varovanci povečuje delež otrok in mladostnikov ter odraslih z govorno jezikovnimi motnjami in avtizmom. tako ni nič neobičajnega, da pri posamezniku obravnavajo od do motenj hkrati. kot sem že prej povedal, zavod zaradi utesnjenosti deluje na dveh lokacijah. prvi objekt predstavlja nekdanjo otroško bolnišnico, v drugem pa si prostore delijo z dijaki v dijaškem domu. leta je bila pripravljena projektna dokumentacija na nivoju idejne zasnove. od takrat se je število varovancev in zaposlenih več kot podvojilo v šoli s na . omenjeni projekt tako ni več ustrezen. tudi sam sem dobro seznanjen z razmerami v zavodu, saj sem si razmere ogledal na terenu. majhne igralnice, površine kvadratnih metrov, v katerih biva otrok s posebnimi potrebami, niso primerno okolje za njihov razvoj in njihovo delo. prav tako ni primerno, da zunanji pacienti teh je več kot tisoč na leto, ki prihajajo na zdravstveno, logopedsko in specialnopedagoško obravnavo niso fizično ločeni od prostorov, ki jih uporabljata vrtec in šola. spoštovani minister! že v preteklosti, natančneje leta je na vašem ministrstvu bilo naslovljeno enako vprašanje. od takrat se glede reševanja prostorske stiske ni nič bistveno premaknilo. zato vas ponovno sprašujem ali je ministrstvo seznanjeno z razmerami v zavodu? ali pripravlja kakšno časovnico za razreševanje teh zadev? ne glede na to, kaj boste povedali, bi pozval, da začnete skupaj v sodelovanju z ministrstvom v medresorskem sodelovanju z mestno občino maribor iskati lokacijo izklop mikrofona",2020,01,1979,SAB,M,nesovrazni
"predlagatelj gospod luka mesec, izvolite.",2020,01,1967,SD,M,nesovrazni
"gospa ministrica, izvolite.",2020,01,1956,SDS,M,nesovrazni
"hvala lepa. ker je ta tematika zelo pomembna za naše kmete, ki se ukvarjajo z živinorejo ali poljedelstvom v sloveniji, pa večkrat ne vedo, kam s pridelkom oziroma večino domačega mesa gre v sosednje države, namesto da bi ga porabili doma in uvažamo sporno in manj kvalitetno hrano v našo državo, predlagam, da opravimo širšo razpravo na to temo. hvala.",2020,01,1979,SDS,F,nesovrazni
"hvala lepa. gospod minister, imate besedo za dopolnitev odgovora. izvolite.",2020,01,1953,DeSUS,M,nesovrazni
