text,leto,mesec,rojstvo,stranka,spol,hs
"jelka godec in drugi politiki iz kroga slovenske desnice, matej tonin, njegova mama in vse ostalo skratka provizije v nebo. da zaščiti ta organizirani kriminal je vlada janeza janše",2020,05,1989,Levica,M,nesovrazni
kakšen je vaš proceduralni predlog?,2020,05,1978,SMC,M,nesovrazni
"zaključujem predsedujoči, priobčila poročilo, v katerem ugotavlja, da vlada janeza janše ni nič kriva. to poročilo je v resnici propagandni pamflet. v njem je zelo veliko laži in neresnic pa zelo malo dejstev. da pridobi podporo državnega zbora za ta svoj organizirani kriminal je poročilo v parlamentarno proceduro vložila po napačnemu postopku in zraven na ta napačni postopek nalimala sklep, ki je nezakonit kot smo lahko slišali na seji odbora za gospodarstvo tudi s strani zakonodajno pravne službe še, da je neustaven in da gre proti poslovniku državnega zbora. ta postopek bi se moral ustaviti že takrat in tam. sploh ne bi smel v nadaljnjo obravnavo kaj šele, da ga danes obravnavamo po tej celi proceduri še na seji državnega zbora. lahko točko prekinemo, umaknemo in naj, zaradi mene vlada znova vloži samo poročilo v obravnavo, ampak po pravilnem postopku, s katerem se državni zbor seznani ne pa, da vladi nameni še dodatno podporo. na tak način mi ne branimo samo osnov parlamentarne demokracije, ampak branimo tudi integriteto te inštitucije, ki je na udaru in pod vprašanjem že najmanj eden mesec in pol. hvala.",2020,05,1989,Levica,M,nesovrazni
"kolega kordiš, ne branite integritete te institucije, to je sedaj druga zloraba poslovnika. jaz sem vam omenil zakaj jaz te točke ne morem umakniti iz dnevnega reda. kolegica tomić.",2020,05,1978,SMC,M,nesovrazni
"moj proceduralni predlog, spoštovani, spoštovani prvi med enakimi predsednik tega parlamenta gospod igor zorčič je, da se opravičite poslancu, ki mu grozite, da če ga bo kdo tožil, da ne bo imel imunitete. ta državni zbor je hiša demokracije, kjer lahko vsak poslanec nemoteno razpravlja in predstavlja svoje mnenje in mnenje svojih volivcev in tam kolega pojbič maha, ki ste ga pa vzeli v bran, ko je grozil levim poslancem, ki je odkrito grozil in na twitterju in na facebookih naj grozijo in takrat rečete, da morate ščiti integriteto državnega zbora. kakšna integriteta pa je to, da se postavljate ostro na stran skrajno desne vlade, kateri pripadate in tako delati s poslanci opozicije, da ne smemo danes v svobodni evropi upam, da še za enkrat znotraj parlamenta razpravljati in opozarjati na nepravilnosti. kako bomo ohranili sploh še kaj vere v to integriteto, o katerih vi govorite če se tako odločno postavljate na eno stran, pa ne bom rekla zdaj, ali je napačna ali je pravilna, vendar, dokler ta državni zbor ima še funkcijo, svojo, in dokler še lahko tukaj soočamo mnenja, do takrat si ne smete dovolit, da jemljete poslansko imuniteto za razpravo tukaj znotraj. ko boste to naredili, potem pa res ne vem, kam smo padli? zato je moj proceduralni predlog, da se poslancem opravičite in da se vzdržite takšnih sodb, kaj je za na sodišče in kaj ne, in celo prejudicirate, pa ste pravnik po poklicu, kako bo to sodišče presodilo v takem primeru. oprostite, nedopustno in res sramota za ta državni zbor. upam, da se boste opravičili, nikoli več ponovili česa takega, kajti to je pa res precedens. hvala.",2020,05,1963,Levica,F,nesovrazni
"kolegica tomić, hvala za ta proceduralni, ki to ni bil. če ste me pozorno poslušala, nisem nikomur grozil, apeliram pa na vse poslance, vse poslanke in poslance v državnem zboru, da se vzdržijo besednjaka, ki nekoga obtožuje nekega kaznivega dejanja na način, kot sem omenil, da ga imenu kriminalec ali karkoli podobnega. oglašanje iz dvorane kriminal seveda ni dovoljen, ampak, gre za čisto en nivo razprave, zdaj pa razumite, kakor želite. kolegica heferle, pa potem trček, sukič. proceduralno.",2020,05,1978,SMC,M,nesovrazni
"hvala, gospod predsednik. jaz bom podala zelo jasno postopkovni predlog in sicer, v skladu s . členom, četrti odstavek, pa bom najprej obrazložila. petkov odbor za gospodarstvo je bil sklican seveda popolnoma napačno. poročilo, ki naj bi ga obravnavali in smo ga obravnavali, je bilo v naš sistem zavedeno kot akt, kar seveda pomeni celotno postopanje državnega zbora zelo drugačno, kot je to predvideno za poročila, s katerimi se državni zbor samo seznani. na odboru je bilo rečeno, da je prišlo do napake pri zavedbi tega akta in da zaradi te napake pač obravnavamo to poročilo kot akt. to ni izgovor, da se kršijo poslovniška določila, ker potemtakem bi lahko vlada neko poročilo vložila v državni zbor kot zakon, pa bi ga obravnavali kaj, v treh stopnjah, tako kot obravnavamo vsak zakon? skratka, to ni merilo. drugo, kar je bilo narobe v petek na odboru, da smo na klop poslanci dobili predlog dveh sklepov z glavo vlade, z besedilom vlade, nepodpisan, skratka, izvršilna veja oblasti je dirigirala neko vsebino sklepa zakonodajni veji oblasti, še predno smo mi karkoli vsebinsko obravnavali in se do česarkoli opredeljevali. kot tretje bi pa izpostavila in to je ključno, da ne bom interpretirana, da je to samo moje mnenje, zakonodajno pravna služba je v mnenju, v petek, tako v pisnem, kot potem dvakrat, ustno, na seji odbora, pojasnila, da za sprejetje takega sklepa, kot ga je najprej sicer predlagala vlada, kot sem že rekla, pa potem so ga poslanci spretno amandmajsko spremenili, tako da je postal kar naenkrat sklep odbora, zakonodajno pravna služba pravi za sprejetje takšnega sklepa ni pravne podlage ne v ustavi, ne v zakonu in tudi ne v poslovniku in ni podana znak za konec razprave pristojnost državnega zbora za sprejetje takega sklepa. tako da, z ozirom na vse, kar sem povedala, je moj postopkovni predlog ta, gospod predsednik, da v skladu s . členom in četrtim odstavkom, pa bom citirala če državni zbor odloči, da je potrebno pridobiti mnenje zakonodajno pravne službe, predsedujoči prekine obravnavo točke dnevnega reda ali prekine sejo. mi smo danes že na vas naslovili dopis, znak za konec razprave s podpisom vodje poslanske skupine, kjer želimo, da se zakonodajno pravna služba izreče, ali so sploh podatki poslovniški pogoji za obravnavo . točke te izredne seje.",2020,05,1986,LMŠ,F,nesovrazni
"hvala lepa. kolega trček. hvala lepa. kolega trček, proceduralno.",2020,05,1978,SMC,M,nesovrazni
"hvala za besedo predsedujoči. v ustavnih parlamentarnih demokracijah je jasna delite med različnimi tremi vejami oblasti in odnos med njimi. katerakoli vlada v ustavni parlamentarni republiki sloveniji odgovarja državnemu zboru in ne obratno. to je zapisano v . členu naše ustave. katerakoli vlada lahko ustno ali pisno poroča državnemu zboru, to je zapisano v . členu poslovnika državnega zbora. poslovnika, ki ga običajno imenujemo mala ustava in pri tem poročanju lahko, tako piše notri, nisem si to jaz naumil, še dodatno obrazloži svoje poročanje in vlada je oddala poročilo, diskrecijska pravica vlade je seveda, da v to poročilo napiše, kaj hoče. lahko, ne vem, verze kajetana koviča zaradi mene, ki mi je ljubi pesnik. ne more, ne sme in to je trikrat povedala zakonodajno pravna služba, ne vem, v mlinu se običajno dvakrat govori, podtikati neka kukavičja jajca notri, kar dejansko sklep je, ki nima pravne podlage ne v ustavi, ne v zakonodaji o sodelovanju med vlado in državnim zborom in ne v poslovniku državnega zbora. celo več. izkušeni poslanec koalicije, kolega jani, ki prihaja iz iste stranke kot vi, vam je zelo jasno povedal, da dejansko hočete podtikati neki sklep, ki bi lahko v državnem zboru nastal na osnovi resnega dela neke preiskovalne komisije. in potem bi o tem lahko razpravljali. ne more in ne sme tudi zaradi delitve oblasti vlada državnemu zboru velevati, kaj bomo mi sklepali že tako ali tako. in sočasno tudi nima pravne podlage, da to kukavičje jajce podtika v poročilo, ker je zelo jasno opredeljeno in je tudi zelo jasna parlamentarna praksa, kaj poročilo je in ta neka rošada, ki pravi kolegica heferle, ki niti ni bila kaj blazno spretna, bilo je zelo prozorna, bila je približno tako kot da, če dam strup v torto, to ni več strup, to je torta. kar je potem že tretjič zelo jasno povedala predstavnica zakonodajno pravne opozorilni znak za konec razprave službe naše, da je to v bistvu, kot bi rekli moji otroci, isti bullshit , samo malo drugače zapakiran. strinjam se s kolegico heferle, osebno pa se tudi sprašujem in se tudi sprašujem v imenu socialnih demokratov, kako je to sploh lahko bilo zavedeno na ta način, še zlasti, ker državni zbor vodi pravnik. več kot zadostno število razlogov je, da se mora nekaj, kar nima pravne podlage opozorilni znak za konec razprave umakniti z dnevnega reda državnega zbora, ker to potem ni več državni zbor, to je ne vem krčma, plavderaj, karkoli, ne pa to, kar državni zbor, ki seveda mora svoje delovanje izhajajoč izklop mikrofona",2020,05,1969,SD,M,nesovrazni
"hvala kolega trček, zmanjkalo vam je časa. se bom do vašega predloga in do predloga kolegice heferle malo tišine prosim opredelil, ko bom zbral vse proceduralne predlog, ker vidim, da nekateri so si zelo podobni. kolegica sukič? ne. kolega tanko.",2020,05,1978,SMC,M,nesovrazni
"hvala lepa za besedo. predsednik vi ste sejo začel in ste povedali, da ni bilo nobenega predloga za umik točke dnevnega reda in da tudi ni bilo nobenega predloga za širitev in dnevni red bi moral biti sprejet takšen kot je določen. vse to, kar zdaj vi govorite, kaj bi moralo biti, se lahko pojavi kasneje. to se pravi takrat, ko se točka obravnava. dokler pa dnevni red ni določen, predsednik, pa ni ne postopkovnih predlogov in ne replik, ker jih ni more biti, ker ni podlage za nobeno tako tovrstno razpravo. popolnoma enostavno. predlagam predsednik, da ugotovite, da je dnevni red sprejet in da preidemo na obravnavo . točke. vse drugo je ravnanje, ki nima nobene podlage s poslovnikom in s pravili, ki bi morali, ki veljajo, ki so zapisani v tem državnem zboru. nobene. govoriti o postopkovnih predlogih, preden se je seja začela, je nemogoče. imeti repliko na nekaj, je nemogoče, ker tistega na kar vi atakirate v bistvu še ni. in mislim, da za vso to razpravo, to kolobocijo in tukaj in še prej na delovnem telesu, ni popolnoma, popolnoma nobene podlage. mnenje zakonodajno pravne službe, kakršnokoli je, je sicer obvezna sestavina, ni pa to veto oziroma soglasje na obravnavo točko na seji, plenarni seji državnega zbora, niti na delovnem telesu. mnenje zakonodajno pravne službe se lahko upošteva, se ne, če se ne upošteva, so lahko druge, druge stvari naprej potegnejo do ustavnega sodišča in tako naprej. in take primere smo že imeli, tudi v vašem mandatu, ki ste ga neslavno zapustili. zdaj, kar zadeva pa to kaj lahko vlada predloži in kaj ne. jaz mislim, da vlada lahko predloži točko dnevnega reda, tudi predlog kako si ona to stvar predstavlja, na vas poslancih ali pa na nas poslancih pa je, da to stvar obdelamo, zamandmiramo, uredimo, sprejmemo alternativne sklepe, druge sklepe in tako naprej. to nabijanje je pa čisto irelevantno, gospod predsednik in mislim, da je treba sejo začeti tako kot se sejo začne in od tam naprej preiti na prvo točko in zadevo obravnavati po scenariju naprej. hvala lepa.",2020,05,1956,SDS,M,nesovrazni
hvala lepa. postopkovno kolega trček.,2020,05,1978,SMC,M,nesovrazni
"ja, hvala, postopkovno. celo doktor poslovnika se je nekoliko izgubil, ker še dnevnem redu nismo glasovali. res je, mnenje zakonodajno pravne službe lahko upoštevamo ali ne, ampak očitno ta koalicija ga bo upoštevala na ta način, da v tej državi dokler je ona na oblasti lahko pride v državni zbor nekaj kar nima pravne podlage, kar pomeni, da ne velja več ustava, ne velja več poslovnik in ne veljajo več zakoni, razen tisti, ki so vam, doktor tanko všeč. potem lahko iz opozicije lahko gremo obstruirati državni zbor do takrat in ne vem kaj, gremo protestno zažgati ustavo. proceduralni predlog je dala kolegica tina heferle in mislim, da je potrebno se do tega proceduralnega predloga opredeliti in tudi o njem glasovati. seveda pa takega dnevnega reda kot ste ga predlagali ne sam, ne socialni demokrati, ne demokratični del opozicije, razen s kakšno vašo prijateljsko izjemo, ne bo podprl. hvala.",2020,05,1969,SD,M,nesovrazni
"hvala lepa, kolega trček. to ste zdaj pravzaprav povedali to kar ste že v predhodnem proceduralnem. kolega mesec.",2020,05,1978,SMC,M,nesovrazni
"ja, hvala. jaz se bom ogradil od vseh slogovnih dodatkov in bom zajel samo bistvo. kolega tanko pravi, da do začetka seje ni prišel noben predlog za širitev dnevnega reda ali predlog za umik točke. ampak glejte, mi imamo sejo z dvema točkama, pri čemer je druga točka, to je poročilo o maskah s tistim sklepom, vložena na nepravilen način in predlagan je sklep, ki je nezakonit. zato, gospod predsednik, ne da mi moramo vas prepričevati, da točko umaknete, vi ste tisti, ki take točke niti ne bi smeli dati na dnevni red. ne moremo imeti nepravilno vložene točke z nezakonitim sklepom v obravnavi v državnem zboru. pa kam smo prišli? vi morate to točko umakniti preden sploh lahko to sejo začnemo. drugače bomo sejo začeli s kršitvami poslovnika, zakonov in ustave, vi ste pa pravnik in to dobro veste.",2020,05,1987,Levica,M,nesovrazni
"kolega luka mesec, ta trditev, da je nepravilno vloženo gradivo, to je vaša trditev. tu se večina državnega zbora z vami ne strinja. dejstvo je, da je bilo tudi že obravnavano na seji pristojnega odbora in da je to gradivo in tudi sklepe odbor pripravil za plenarno sejo. zdaj, kar se tiče postopkovnega, ki sta ga predlagala kolegica heferle in kolega trček, v zvezi s tem zaenkrat ne moremo odločati, ker nimamo še niti dnevnega reda določenega, lahko pa že zdaj napovem, da dodatno mnenje zakonodajno pravne službe v tej zadevi za enkrat ne bi bilo smotrno. glede na to samo malo, da povem do konca glede na to, da je sklep, ki ga problematizirate, možno amandmirati. možno ga je amandmirati tudi na način, da se popolnoma spremeni njegova vsebina ali, da se izbriše in do takrat bi bilo nesmotrno dobivati ali pa nesmiselno dobivati mnenje zakonodajno pravne službe, če ne vemo, kakšna bo na koncu vsebina sklepa, o katerem bo državni zbor odločal. oglašanje iz dvorane zdaj, kolegice in kolegi, če bo vaša proceduralna o točkah dnevnega reda, jaz predlagam, da gremo vsaj na glasovanje, da vidimo ali bo izglasovan dnevni red ali ne. kolegica, heferle.",2020,05,1978,SMC,M,nesovrazni
"hvala. gospod predsednik, glejte, tako kot so dovoljeni vsi postopkovni predlogi takoj, ko se seja začne, ne rabimo nobenega dnevnega reda potrjevati, da poslanec dobi besedo za svoj postopkovni predlog, tako je tudi moj predlog, da se zakonodajno pravna služba izreče o tej . točki, ali je sploh sprejemljiva, da je na dnevnem redu, ali je sploh bil postopek zveden v skladu s poslovnikom, na kar smo opozarjali že v petek, pa sem danes že enkrat tudi pojasnila, da poročilo ni bilo obravnavano kot poročilo, ampak je bil obravnavan kot akt. zato mislim, da morate dati v skladu s četrtim odstavkom . člena poslovnika, moj postopkovni predlog na glasovanje. zato, ker mnenje zakonodajno pravne službe o tej točki dnevnega reda je izjemnega pomena za to, da se ugotovi, ali bo ta izredna seja v četrtek, ko se bo nadaljevala s to . sporno točko, sploh legitimna, sploh v skladu s poslovnikom, v sladu z zakonodajo in ne nazadnje v skladu z ustavo. na to je opozorila zakonodajno pravna služba zelo jasno v svojem mnenju. in še pojasnilo, zdaj če bi dali predlog za umik te točke z dnevnega reda, seveda oba veva, da v skladu s poslovnikom se mora strinjati predlagatelj za umik, tako da tukaj bi koalicijska večina ta predlog povozila in zato še enkrat je moj apel, da se o tej točki izreče zakonodajno pravna služba in naj še enkrat jasno pove, ali je v skladu s poslovnikom ali je v skladu z zakonodajo in ali je v skladu z ustavo. in potem se pa lahko pogovarjamo o tem, ali bomo potrjevali tak dnevni red, ki vsebuje to . točko ali ga ne bomo. to mislim, da je ključno vprašanje in za to ključno vprašanje bi bilo potrebno še enkrat slišati mnenje zakonodajno pravne službe. morda boste potem tudi vi s koalicijske strani razumeli, v čem je poanta.",2020,05,1986,LMŠ,F,nesovrazni
"oglašanje iz dvorane glejte kolega trček, upam, da ne bo enako kot je bilo",2020,05,1978,SMC,M,nesovrazni
"ja, hvala. glejte, moj prvi postopkovni predlog je, če še velja poslovnik nisem ravno siguren a me poslušate predsedujoči? da pač sledite poslovniku in kot predsedujoči vi tukaj razlagate poslovnik, ga pojasnjujete, ne pa parlamentirate z nami. to je prvo. drugo. kot predsedujoči državnemu zboru, kot pravnik, kot nekdo, ki mora imeti poslovnik v malem prstu, prosim, da mi pojasnite, kako naj jaz amandmiram nekaj, kar nima pravne podlage ne v ustavi, ne v zakonodaji in nje v poslovniku? če že velja tista, ja diskrecijska pravica poslancev in poslank da upoštevamo mnenje zakonodajno pravne službe ali ne. tukaj ima doktor poslovnika tanko prav, ampak kako naj jaz kot poslanec, predstavnik vsega ljudstva v ustavni parlamentarni demokraciji, spreminjam, amandmiram nekaj, kar nima podlage v ustavi, v zakonu, v poslovniku? dajte mi to pojasniti prosim lepo, da bom potem lahko se odločil, ali v tej šaradi nadaljujem ali ne. hvala.",2020,05,1969,SD,M,nesovrazni
"lahko vam pojasnim kolega trček, samo če me boste potem spraševali, zakaj jaz parlamentiram, potem vam tudi ne bom odgovarjal. glejte kolega trček, vam bom pojasnil zakaj, da ne bo tu zdaj nekega ping ponga. zakonodajno pravna služba je podala svoje mnenje o obeh sklepih. in do drugega sklepa je bila izredno kritična, to ste prebrali. to, kar je bilo pa sprejetega potem na delovnem telesu, pa ni ta drugi sklep, ki je problematičen, ampak je bil prvi sklep. in ta vaša ocena, da je tudi ta neustaven, je samo vaša ocena. zdaj, glejte, če boste dovolili, da se premaknemo naprej s to sejo, bom dal na glasovanje najprej predlog, da se določi dnevni red. če bo ta določen, bom dal na glasovanje tudi sklep, da se zaprosi dodatno mnenje zakonodajno pravne službe. upam, da boste s tem zadovoljni, da je to to kar želite. kolega trček.",2020,05,1978,SMC,M,nesovrazni
"ja, hvala predsedujoči, ker ste mi razložili. jaz verjamem, da številni ob petkih ne delate radi in mogoče tudi vi niste spremljali seje do konca, ker se je zakonodajno pravna služba",2020,05,1969,SD,M,nesovrazni
"dajte se vzdržati teh ocen, no, prosim vas. gledal sem sejo.",2020,05,1978,SMC,M,nesovrazni
"ja okej, ampak kako potem ste preslišali, ker je bila seja verjetno dolga, da se je zakonodajno pravna služba zelo decidirano in jasno izjasnila v mnenju tudi glede te šarade, ki ste jo naredili, da se drugi člen skrije v prvi in je rekla, da je to v bistvu, bom uporabil to, kar imam na koncu jezika, isto sranje, drugo pakovanje in da še vedno ni pravne podlage. ne gre za neko trčkovo mnenje, a veste, trček marsikaj ne ve, pa posluša koga, ki kaj ve, za razliko od koga drugega. hvala.",2020,05,1969,SD,M,nesovrazni
"dajte, mislim, ne vem kam bomo prišli s temi proceduralnimi. če je zakonodajno pravna služba to rekla, potem pa ne vem zakaj bi potrebovali še njeno mnenje, ne? mislim, glejte kolegi, prosim, da se malo umirimo. dejstvo je, da sem pričakoval, da bo danes nešteto postopkovnih glede na to, kar smo opazovali na delovnem telesu, ampak jaz predlagam, da se vsaj ne podvajamo, da damo en del postopka skozi, da lahko damo potem naslednjega. najprej kolega kordiš, potem kolega han.",2020,05,1978,SMC,M,nesovrazni
"hvala za besedo, predsedujoči. moj prvi postopkovni predlog je, sedite na mestu predsednika državnega zbora. operativni minimum mesta predsednika državnega zbora je, da korektno zbirate prijave in odrejate besedo, ne pa, da pač tukaj serijsko spregledate opozicijske poslance, ki dvigujemo roke in tako, ne? to je čisto ta prva stvar. druga stvar. sklep, ki je priložen k . točki dnevnega reda, je nezakonit, protiustaven ni proti poslovniku državnega zbora. in ta sklep brani provizije prijateljev janševe vlade v biznis sektorju, ki so dobavljali",2020,05,1989,Levica,M,nesovrazni
kolega,2020,05,1978,SMC,M,nesovrazni
zaščitno opremo.,2020,05,1989,Levica,M,nesovrazni
"kordiš, kakšen je vaš proceduralni?",2020,05,1978,SMC,M,nesovrazni
"in vi, predsedujoči, pravite, da moramo mi v levici kot opozicija recimo zgolj amandmirati ta sklep in bo vse v redu? ne bo vse v redu. koalicijski glasovalni valjar se bo zapeljal čez kakršenkoli amandma in sklep bo še vedno protiustaven, nezakonit in proti poslovniku. vam orišem z precej dobro analogijo. na enak način bi lahko vlada v proceduro pripeljala sklep, da je potrebno vse poslance levice aretirati in vi bi dejali kaj? amandmirajte ta sklep ? seveda, da ne. kot predsednik državnega zbora bi se morali že zdavnaj odzvati na začetku procedure, da pravnih podlag ni, da taka odločitev sploh ne more in ne sme iti v odločanje državnega zbora in tak odziv bi bil pravilen. tega niste storili. niti tega ni storil smc jev predsednik odbora za gospodarstvo. to so vse točke, ki bi se že morale zgoditi, pa se niso. in zato je edina bremza, ki jo še imamo, postopkovna intervencija na začetku te seje državnega zbora, pred odločanjem o dnevnem redu zato, da se pač to točko umakne, prekine, če že samoiniciativno niste bili dorasli čevljem, ki jih nosite na mestu predsednika državnega zbora. oziroma za začetek to, kar je predlagala kolegica iz lmš ja če ne verjamete nam v opoziciji, dajmo pridobiti mnenje zakonodajno pravne službe, pa se bo zakonodajno pravna služba izrekla o teh stvareh, ker se tudi že za sejo odbora za gospodarstvo ni izrekla kakorkoli vsebinsko, ampak zelo tehnično, na ravni postopka. in smo lahko zelo jasno, odločno, brez kakršnihkoli resnih interpretacij, ampak neposredno brali zapis, da gre za protiustavno, protizakonito in proti poslovniško akcijo vlade. sam pa lahko dodam, da je ta akcija vlade za to, ker želi pridobiti podporo državnega zbora za zaščito in skrivanje svojega organiziranega kriminala in provizij pri nabavi zaščiten opreme.",2020,05,1989,Levica,M,nesovrazni
"kolega kordiš, to ni bil noben proceduralni. enostavne ste se ponovil, malo blatil. zdaj, še nekaj proceduralnih imam. najprej kolega han pa potem kolega kovačič.",2020,05,1978,SMC,M,nesovrazni
