text,leto,mesec,rojstvo,stranka,spol,hs
"hvala, gospod poslanec. o vašem predlogu bomo glasovali v sredo v okviru glasovanju. sedaj prehajamo na drugo poslansko vprašanje. gospa iva dimic, beseda je vaša. izvolite.",2020,01,1967,SD,M,nesovrazni
"spoštovani predsednik vlade, če ste pred mesecem dni s svojim odgovorom na moje poslansko vprašanje glede razmer v zdravstvu mislili, da ste svojo nalogo opravili, ste se, predsednik vlade, zmotili. vaš odgovor glede pomanjkanja števila zdravnikov in medicinskih sester je naslednji dan zanikala zdravniška zbornica, ki ima točen in natančen pregled nad njihovim številom. presenečena sem nad vašimi zelo samozavestnimi trditvami, kako je stanje v zdravstvu dobro urejeno in kakšne rešitve lahko pričakujemo. žalostna resnica pa je, da so razmere hujše in časa za dogovarjanje ni več. sedaj se bom osredotočila na problem, ki sem ga izpostavila že pretekli mesec, in sicer glede razmer na gastroenterološki kliniki ukc ljubljana. s kolegom trčkom iz levice sva obiskala to kliniko in se z vodstvom o razmerah pogovorila. predsednik vlade, zagotavljam vam, da so razmere za bolnike na tej kliniki katastrofalne, še posebej pa za rakave bolnike. bolniki na hodniku še vedno prejemajo kemoterapijo, nekateri celo stoje, celo do ur. poglejte si to sliko. če imajo srečo, dobijo neoblazinjeno leseno klop. se vam zdi to sprejemljivo? je to vredno človekovega dostojanstva v . stoletju ob takšnem rekordnem proračunu? se od milijard, ki jih ima slovenski proračun, res ne da v ljubljani ali njeni okolici najti primeren prostor, kjer bodo tem bolnikom zagotovljene dostojne razmere za zdravljenje? gospe in gospodje, vsak od nas je lahko jutri na tem hodniku. zamislimo se. poglejte še drugo fotografijo, ki prikazuje hospitaliziranega bolnika, ki ima posteljo na hodniku, kjer spi, se prehranjuje in prejema tudi terapijo, ob vseh mimoidočih, vozičkih s čistili, s smetmi brez kakršnekoli zasebnosti. to je nesprejemljivo. pretekli mesec ste mi dejali, citiram poteka investicija na drugi lokaciji za razbremenitev teh postopkov. rok za končanje je april . konec citata. predsednik, zanima me kje je ta lokacija in kdaj bo selitev te klinike? vodstvo in zaposleni so mi v pogovoru zagotovili, da ne vedo, kam, kdaj in kako naj bi selitev potekala. govori se o domnevni selitve brez konkretnih podatkov.",2020,01,1972,NSi,F,sovrazni
"hvala, gospa poslanka. gospod predsednik vlade, izvolite.",2020,01,1967,SD,M,nesovrazni
"hvala lepa za vaše vprašanje. govoril sem o teh podatkih, ki sem jih imel na voljo. za čakalne dobe in te zadeve nam je seveda vsem znano. vem, da ste tudi vložili predlog zakona na to temo, ki pa po mojem mnenju ne rešuje teh vprašanj. če ste omenili, da je zdravniška zbornica negirala moje trditve, se tudi spominjate, da smo potem podali odgovor in je bilo zajeto drugačno časovno obdobje, ker podatki jasno kažejo, da se je število zaposlenih povečalo, zdravniška zbornica je pa vzela drugo obdobje. ne glede na to bo ta problem čakalnih dob, ki je vsesplošen, ni samo na eni stvari, je pa treba jasno povedati, da ta problem čakalnih dob imamo tudi zato, recimo pri operaciji nožnega palca je tako, da je v novem mestu čakalna doba en dan, vendar se ljudje ne odločajo, ker želijo iti v klinični center. veliko se bo dalo narediti tudi z drugačno organizacijo. ljudje imajo možnost izbrati tudi drugo ustanovo pri določenih operacijah. to je problem, ki ga je treba reševati na organizacijski ravni oziroma ljudem jasno povedati, da gredo lahko tudi v drugo ustanovo in bodo prej na vrsti. v javnosti je bil prikazan recimo primer letne čakalne dobe za operacijo nožnega palca. ja, ampak ta gospa, ki čaka, ki je zdaj dobila čakalno dobo let, ima možnost iti tudi v drugo ustanovo, ne v tisto, kamor želi, mislim da je v mariboru čakalna doba dni, v novem mestu pa en dan. in to lahko prenesemo tudi na druga področja v zdravstvu. tako da ni vse čisto tako. vendar glede na to, da sem danes tudi podal odstopno izjavo, če mi dovolite, bom povedal, da je to vprašanje danes nekoliko, kako bi rekel, zastarelo. če ste me hoteli napasti spet zaradi zdravstva, potem vam povem, da se bo s tem morala ukvarjati druga vlada, katera koli že bo. tako da se vam zahvaljujem za vsa vaša dosedanja vprašanja. zaključujem s tem, da stanje v zdravstvu ni čisto takšno, kot ga predstavljate. so organizacijski problemi. bi pa povedal tudi to, da vaš zakon vodi v privatizacijo zdravstva, kajti organizacijsko se da marsikaj drugače rešiti in popoldne so kapacitete prazne. vendar zdravniki delajo tudi popoldne na drugih lokacijah. to je eden izmed problemov. hvala.",2020,01,1977,,M,nesovrazni
"hvala, gospod predsednik vlade. gospa poslanka, želite dopolnitev odgovora? izvolite.",2020,01,1967,SD,M,nesovrazni
"spoštovani predsednik vlade, pričakovala bi, da se vas bodo razmere na tej kliniki, ki sem jo omenila že en mesec nazaj, ko ste imeli še vsa polna pooblastila in ste bili še zelo delujoč predsednik vlade, dotaknile, da si boste šli nenapovedano ogledat te nečloveške razmere in boste prisluhnili bolnikom in zdravnikom, ki zdravijo v takšnih težkih pogojih. zakaj rečem nenapovedano? zato ker če se napoveste, potem teh bolnikov tam ne bo, ker bodo počakali na ipp ali pa kje drugje. treba je iti nenapovedano, pa boste videli, v kakšnih razmerah so. razmere so boleče, veste, tudi za zdravnike, ki tam v takšnih okolju zdravijo, in za zdravstveno osebje. zagotavljam vam, da bi zasebno kliniko v takšnem stanju že zdavnaj zaprli. in veste kaj še? nova slovenija bo vsak mesec opozarjala na težke prostorske razmere na gastroenterološki kliniki, ker že en mesec dobivamo informacije iz drugih klinik, kjer razmere niso dosti boljše. lahko omenim tukaj hematološko kliniko. spoštovani predsednik vlade, niste se zavedali moči in odgovornosti, ki vam je bila zaupana. v letu in pol vladanja se niste zavzeli za bolnike in odpravo čakalnih vrst. imeli ste priložnost, da bi ad hoc sklicali interventno skupino za takojšnjo odpravo najbolj perečih stisk, kot je ta recimo na gastrokliniki, in od odgovornih zahtevali predloge rešitev v nekaj dneh. v nekaj dneh. in še nekaj. vaša veličina bi se s tem pokazala, ko bi s svojimi konkretnimi dejanji poskrbeli za naše bolnike. v novi sloveniji smo vedno tukaj poudarjali in še vedno smo pripravljeni ponuditi roko in rešitve. in še nekaj, predsednik vlade, dobre rešitve nimajo politične barve.",2020,01,1972,NSi,F,nesovrazni
"hvala, gospa poslanka. gospod predsednik, izvolite.",2020,01,1967,SD,M,nesovrazni
"gospa dimic, seveda verjamem, da morate malce bolj dramatično povedati. veste, vem, kakšne so razmere, sem imel doma dva onkološka bolnika in sem dal vse to skozi. vem, kako so te stvari in sem bil tudi zraven pri umiranju in tako naprej. tako da mi ni treba z nekimi čustvenimi prijemi zbujati slabe vesti na ta račun, ker imam lastne izkušnje. kot prvo. kot drugo pa, koliko sem si prizadeval za slovensko zdravstvo, vem sam. in verjemite mi, da sem si. tudi ko sem videl, da je potrebna menjava ministra, ko zadeve niso šle v pravo smer, sem tudi to opravil takoj, nisem čakal cel mandat. tako me ni treba tu obtoževati brezčutnosti, to bi vam toplo položil na srce. če boste pa zdaj sestavili vlado, boste pa lahko prevzeli kakšno funkcijo, pa boste, verjamem, rešili zadeve v enem mesecu. tako vam želim veliko sreče in uspeha! hvala.",2020,01,1977,,M,nesovrazni
"hvala, gospod predsednik vlade, za vaš odgovor. gospa poslanka, imate možnost za postopkovni predlog. izvolite, gospa iva dimic.",2020,01,1967,SD,M,nesovrazni
"hvala lepa. v skladu s poslovnikom predlagam, da državni zbor republike slovenije opravi razpravo glede razmer v zdravstvu. spoštovani predsednik, verjamem, sočustvujem z vami, ob taki, kot ste omenili, lastni izkušnji v krogu svojih bližnjih, vendar se mi ravno zato zdi, da tisti, ki imamo tako izkušnjo, smo še bolj poklicani k temu, da se zavzamemo za vzpostavitev razmer, ki so dostojne človeka. in lahko rečem, da gastroenterološka klinika, oddelek za rakava obolenja, v kleti ni ustrezen in bi ga bilo treba čim prej sanirati oziroma nekaj ukreniti. mi tu govorimo, kdo je zdaj odgovoren, kdo bo sestavljal vlado. bolnikov ne zanima, kdo bo sestavljal vlado, njih zanima, ali bodo prejeli terapijo na dostojen način. predsednik vlade, jaz res računam na vas, da boste takoj, še kot predsednik vlade v vedejevstvu, vendarle nekaj ukrenili. ne samo čakati na naslednjo vlado in volitve, imate še možnost, da se zadeve uredijo, in to čim prej. mislim, da vsi državljanke in državljani od vas to pričakujemo.",2020,01,1972,NSi,F,nesovrazni
"postopkovnega predloga nisem najbolje razumel. ali je bil? okej. spoštovana poslanka, o vašem postopkovnem predlogu bomo glasovali v sredo v okviru glasovanj. prehajamo na tretje poslansko vprašanje. gospod dušan šiško, beseda je vaša, izvolite.",2020,01,1967,SD,M,nesovrazni
"predsednik, hvala za besedo. pozdravljeni vsi skupaj! spoštovani predsednik vlade! v sprejetem proračunu za leto bo za kpk namenjenih že milijona evrov. sredstva se vsako leto povečujejo, učinka pa ni. v poslanski skupini slovenske nacionalne stranke smo dali ministrici za pravosodje argumentirano pobudo za ukinitev kpk. odgovor ministrice je bil,citiram predlagana ukinitev kpk ni ustrezen pristop. v svojem vprašanju se bom osredotočil zgolj na področje nadzora nad premoženjskim stanjem. zakonsko določene osebe, ministri, župani, poslanci, so dolžne prijaviti premoženjsko stanje. med njimi so celo osebe, ki so kot člani komisije sodelovale samo pri enem javnem razpisu v preteklem letu. gospod predsednik vlade, verjamem, da tudi vam ni ravno v veselje izpolnjevati teh obrazcev za kpk. med podatki o premoženjskem stanju se poroča tudi o podatkih, ki so razvidni iz javnih evidenc, oziroma podatkih, s katerimi že razpolagajo drugi državni organi. lastništvo in deleži v poslovnih subjektih so razvidni iz poslovnega registra, podatki o nepremičninah so razvidni iz zemljiške knjige, podatki o vozilih so razvidni iz registra motornih vozil, podatki o delnicah in drugih vrednostnih papirjih so razvidni pri kdd. furs ima vse svoje podatke o dohodkih in tudi o denarnih sredstvih pri finančnih institucijah. zdaj si države izmenjujejo celo podatke med bankami. edino, česar država ne ve, je, koliko gotovine ima zavezanec v žepu ali pod povštrom. tudi če napišem, da imam tisoč evrov gotovine doma, kpk ne more preveriti, furs pa takšno gotovino celo obdavči, če jo položiš na račun. zato imajo ljudje še vedno veliko gotovine doma in jo hranijo v štumfih. zanima me zakaj moramo vsako leto poročati o premoženjskem stanju, če imajo državni organi že na razpolago vse podatke o dohodkih in premoženju? v zakonu je sicer navedeno, da lahko kpk podatke pridobi iz uradnih evidenc ne zato, da bi nas razbremenili, ampak da preverijo resničnost naših navedb. koliko oseb, ki morajo po zakonu poročati o premoženjskem stanju, je bilo v sloveniji obsojenih za koruptivna dejanja od osamosvojitve do danes? hvala.",2020,01,1969,SNS,M,nesovrazni
"hvala, gospod poslanec. gospod predsednik vlade, izvolite.",2020,01,1967,SD,M,nesovrazni
"hvala lepa. kar se tiče komisije za preprečevanje korupcije, je problematika znana. mislim, da smo v zgodovini te komisije imeli kar nekaj različnih predsednikov te komisije. zadnji, ki ta hip odhaja, je bil zadnjih šest let tarča polemik, takšnih in drugačnih. nekateri so celo trdili, da je imel predsednik republike nesrečno roko pri izbiri. tudi v zadnjem času, pred iztekom njegovega mandata se je število, kako bi rekel, odločb, nekoliko povečalo, tako da sem to povezal tudi s pričakovanjem o reelekciji. zdaj je zunaj postopek za imenovanje novega. upam, da bo imel predsednik republike srečno roko pri tej izbiri. kar se pa tiče vašega, ne toliko vprašanja, ampak bolj, lahko rečem, utemeljenega opažanja. v današnji dobi digitalizacije, v dobi, ko so evidence povsod, ko je vse jasno izraženo, se tudi sam strinjam, da je to oddajanje poročil zagotovo nepotrebno, ker bi lahko komisija ob ustrezni zakonodaji imela avtomatični vpogled, kot ste pravilno ugotovili. tudi za gotovino komisija ne more ugotoviti, vse druge podatke ima. in če nekdo pozabi izpolniti ta formular, se potem v javnosti predstavi že kot da je ne vem kaj skrival. zato je zagotovo v prihodnosti treba narediti sistem takšen, da bo komisija sama pregledala in če se pokaže kakšna napaka ali neustreznost, bi potem zavezanec lahko sam predstavil drugačna dejstva, in to bi bilo veliko bolj primerno današnjemu času in današnji digitalni dobi. tako je ta predlog precej utemeljen, upam pa, da bomo v bodoče komisijo za preprečevanje korupcije naredili takšno, da ji bodo ljudje zaupali in da bo imela tudi kakšna pooblastila, ker res, če je nekaj na pol narejeno, take ustanove dejansko ne potrebujemo. zato je treba razmisliti v prihodnje v to smer, da bo komisija za preprečevanje korupcije bodisi učinkovita ali pa je bolje, da je ni. tako da se strinjam z vami. hvala lepa.",2020,01,1977,,M,nesovrazni
"hvala, gospod predsednik. gospod poslanec, izvolite.",2020,01,1967,SD,M,nesovrazni
"predsednik, glejte, sem zelo zadovoljen, skoraj, z vašim odgovorom. vendar je vlada na eno izmed mojih številnih poslanskih vprašanj odgovorila, da organ od stranke ne sme zahtevati podatkov, ki se nahajajo v uradnih evidencah državnih organov. verjamem, da niste vi tega pripravljali, ampak nekdo tam zadaj. državnim organom je naloženo, da si v postopku po uradni dolžnosti pridobijo podatke iz uradnih evidenc, kar a contrario pomeni prepoved, da bi tovrstne podatke zahtevali od strank. zakaj delamo pri kpk izjemo od tega splošnega pravila? zakon ureja tudi dolžnost sporočanja sprememb premoženjskega stanja. zavezanec mora vsako spremembo v premoženjskem stanju sporočiti komisiji do . januarja tekočega leta za preteklo leto. pa vam bom povedal svoj primer. v lanskem letu sem kupil novo vozilo. prijavil sem kpk, izpolnil obrazec in ne boste verjeli odgovorili so mi po mailu, da tega ne sprejmejo, vendar da naj prijavim od . . do . januarja za prejšnje leto. in tukaj se sprašujem, ali oni delajo samo en mesec in preverjajo vse in koliko časa bomo še delali take zadeve. mogoče se bom tudi tukaj spomnil katerega od poslancev, ker smo danes . ., da do konca tega meseca še prijavi oziroma izpolni te podatke. in me zanima kako je lahko sprememba sporočena prehitro? hvala.",2020,01,1969,SNS,M,nesovrazni
"hvala, gospod poslanec. gospod predsednik vlade, izvolite.",2020,01,1967,SD,M,nesovrazni
"ja, tudi meni se je podobno zgodilo, ko sem enkrat v preteklosti želel sporočiti neko spremembo, so mi isto napisali. ugotovili ste prej, da ste dobili odgovor od vlade. vi danes sprašujete predsednika vlade in kot predsednik vlade vam povem, da se strinjam z vami in da bo v bodoče treba sprejeti takšno zakonodajo, ki bo takšne zadeve preprečevala. če ne moreš poslati takrat, zagotovo čez nekaj mesecev človek nehote pozabi in potem se lahko začnejo problemi. to so praktični problemi, ki so čisto življenjski. in kaj naj rečem? se strinjam z vami, nimam drugega tukaj povedati. v prihodnosti bo treba zakonodajo tako narediti, da bo komisija za preprečevanje korupcije učinkovita. predvsem pa, da se bo tudi življenjsko gledalo na stvari. hvala.",2020,01,1977,,M,nesovrazni
"hvala. gospod poslanec, imate še možnost za postopkovni predlog. dvignili ste roko. izvolite.",2020,01,1967,SD,M,nesovrazni
