text,leto,mesec,rojstvo,stranka,spol,sent
"hvala za besedo. ker v državnem zboru žal ne jemo persena, ki baje pomaga proti pozabljanju, ponavljam zadnjič. dogovor s koalicijo, ki jo je omogočila levica za kar mi je danes žal, priznam je bil, da pripravimo ta zakon. če ste se vi šli paralelizem, da je minister trasiral nekaj po svoje, je to vaša neodgovorna politika. drugič. poslanec ali poslanka mora imeti glede vsake zadeve metodični dvom, tudi glede svoje. seveda pa mora sprejeti težavnost odločanja. v tem se poslanci razlikujemo. eni dobesedno od izčrpanosti padamo skupaj in kdaj končamo na urgenci, drugi pač poslušajo strokovnjake. biti resen poslanec ali poslanka je isto kot jadrati v olimpijskem razredu finn, ker po minutah padeš skupaj. takih poslancev in poslank sem zelo malo videl v šestih letih, sem pa videl ogromno bleferjev, to je res. pri tem se stranke razlikujemo. v bistvu v sloveniji številne zgodbe, ki se imenujejo stranke, sploh niso stranke. gara se pri janši, gara se v levici, lovi se pa gara se v novi sloveniji, to moram povedati, sd se malo prebuja, ostalo pa hm. kar se je tudi videlo na tistih nekih posvetovanjih. v levici imamo tudi zelo burne razprave o zdravstvu, nimamo vsi istega mnenja. včeraj smo imeli eno tako, je skoraj eksplodirala. ampak tako se dela resna politika. zakaj je tudi ta vlada delno padla? ja, ker se je politika vrnila v parlament, ker ni več prek nekega podzakonskega akta, prek nekoga, ki se je namestil ne vem kdaj, prek ministrstev se je nekaj mutilo. to je problem, to je ta shizofrenost, kot bi rekla neka gospa sonja, to je tista mavričnost, ki njo moti pa ni prave barve mavrica, kot je. ljudje bi se končno morali vprašati, kdo se lahko gre javno rabo uma, seveda z zelo raznolikimi interesi. tukaj jaz janija spoštujem, ker se spozna na te zadeve, brez dileme. in seveda nekdo, ki mu bodo neki strokovnjaki nekaj povedali. ja, biti parlamentarec je blazno zahtevna laičnost, v kateri se moraš našolati za celo vrsto zadev. jaz kot predsednik odbora za zdravstvo prvega pol leta niti ust nisem odprl, ker moraš razumeti milijarde, kaj to sploh je, kaj sploh dogaja. mi se moramo tudi enkrat vprašati, ali nekdo, z vsem dolžnim spoštovanjem, z zahtevnostjo funkcije župana",2020,01,1969,Levica,M,neutral
"hvala za besedo, tudi za vprašanje. preden greva na dravinjo. nadzor obremenjevanja okolja z odpadnimi vodami se izvaja v okviru rednega nadzora na podlagi programa dela okoljske inšpekcije, potem na pogladi obvestila arsa o čezmejnih obremenitvah z odpadnimi vodami in drugimi kršitvami in na podlagi prijav onesnaženj. torej, tako sistem teče. ta vaš primer je pa že dlje časa problematičen in do onesnaženja prihaja ne samo ob večjem deževju, ampak med vikendi, ko inšpektorji ne delajo. ker smo bili na to opozorjeni, smo odobrili delo čez vikend in . . je inšpektorica ugotovila, iz kje prihaja do onesnaženja, postopek teče in zato zdaj o tem postopku ne morem več povedati. ampak za dravinjo, za ta primer, o katerem vi govorite, se je ugotovilo, kdo onesnažuje, kdaj, kako, zakaj. ko bo postopek končan, pa lahko več o tem.",2020,01,1980,,M,neutral
"hvala lepa za besedo še enkrat. kot vse kaže, so pred nami volitve, predčasne volitve, in verjamem, da bo o upokojencih veliko besed. pa vendar si želim, da se o tej temi, o tem mojem poslanskem vprašanju opravi razprava na eni izmed naslednjih sej. hvala lepa.",2020,01,1980,NSi,M,neutral
"hvala, gospod poslanec, za vašo predstavitev. besedo ima gospa suzana lep šimenko v imenu poslanske skupine slovenske demokratske stranke. izvolite, gospa poslanka.",2020,01,1967,SD,M,neutral
"besede se ne smejo jemati. s tem predajam besedo mag. branku grimsu, poslanska skupina sds. izvolite.",2020,01,1967,SD,M,neutral
"hvala, gospod predsednik. gospod poslanec, izvolite.",2020,01,1967,SD,M,neutral
"hvala lepa. gospod poslanec, imate besedo za obrazložitev zahteve za dopolnitev odgovora. izvolite.",2020,01,1953,DeSUS,M,neutral
"hvala lepa še enkrat. ugotavljam, da kot marsikaj drugega, je tudi pri nas pokojninski sistem popolnoma zgrešen. naši državljani so celo svoje življenje trdo delali pa garali, pa imajo na koncu sramotno nizke pokojnine, kar je zelo narobe. hkrati pa je socialna pomoč nekoga, ki ni nikoli delal, nima enega dneva delovne dobe, večja kakor pokojnina nekoga, ki je let delal v proizvodnji za trakom. z usklajevanjem pokojnin pa se te razlike samo še povečujejo. tisti, ki imajo že sedaj višje pokojnine, dobijo veliko večje zneske kot tisti, ki imajo nižje pokojnine, kar je zoper narobe. pri rekordnem proračunu preko milijonov evrov pa upokojencem povečujejo pokojnine za evre. socialna pomoč pa se je v zadnjem letu povečala za slabih evrov, kar je zelo narobe. in tisto, kar je najbolj narobe, ustvarjajo se razlike med upokojenci. današnji upokojenec bo prejemal manjšo pokojnino, kot jo bo prejel bodoči upokojenec v šestih letih. če povem zelo nazorno, nekdo, ki je prejemal tisoč evrov plače, bo pred uveljavitvijo tega zakona prejemal evrov pokojnine. nekdo, ki se bo upokojil po šestletnem prehodnem obdobju, pa bo prejel evrov pokojnine. to je nepošteno do vseh zdajšnjih upokojencev, ki bodo ob istih pogojih prejemali dobrih evrov manj nedopustno in pa tudi narobe! vprašanje, ki bi si ga morali vsi zastaviti, je kaj bo z današnjo mladino, ki nima niti enega delovnega dneva delovne dobe pri svojih tridesetih letih? kakšne pokojnine bodo imeli ti naši mladi državljani?",2020,01,1980,NSi,M,negative
"spoštovana gospa poslanka, hvala za vprašanje. seveda zavračam te insinuacije o ne vem kakšnem politične kadrovanju. lahko gremo kar po vrsti, kako te stvari potekajo. seveda pa moram tukaj opozoriti, da sem sedaj na tem mestu približno. mesecev. v teh desetih mesecih nisem v resnici nikogar zamenjal, nikogar odstavil še! zato je velik del tega vašega vprašanja v resnici, kar se mene tiče, strel v prazno. kar se tiče pa rednih zamenjav vodij, direktorjev različnih javnih zavodov s področja kulture, pa vsi postopki potekajo v skladu z veljavno zakonodajo, tako da koga zdaj minister odstavlja, zato da bo koga nastavil in uporabljati tukaj in opletati z imeni pri tako važnih institucijah, kot so moderna galerija ali kot je slovenska filharmonija, seveda vsaj po mojem mnenju ne priliči. kar se tiče nove direktorice, izbrane direktorice tehničnega muzeja v bistri, pa moram opozoriti na to, da je tehnični muzej v bistri do sedaj bil izredno podhranjen, kar se tiče razmišljanja, razmisleka, vodenja zavoda v smislu proti implementaciji vseh pojmov kulturnega turizma, kar s seboj pelje tudi razmislek o tem, da tehnični muzej v bistri ni samo muzej v resnici naše tehnične snovne dediščine, ampak mora pripravljati in zbirati zbirke s področja informatike, s področja tiskarstva, s področja pismenih tehnologij in tako naprej. tako da tu tudi ta očitek o nestrokovnosti, o neizpolnjevanju nekaterih zahtevanih pogojev, seveda ne drži vode. nisem pa jaz tisti minister, ki bi sam sebi privoščil, da mu zaposleni na ministrstvu ali v kabinetu določajo, kdo bo vodja, kdo bo direktor določenega tako pomembnega javnega zavoda, kot je slovenska filharmonija. seveda si ne moremo privoščiti, da bi sedaj vse tisto, kar nekateri v svojo obrambo zdaj vedno ponovno objavljajo v nekaterih njim naklonjenih medijih, preko nekaterih njim naklonjenih novinarjem ne vzdrži, ne pije vode. seveda imam jaz na ta način tu zavezane roke, ker teh stvari zdaj trenutno, dokler postopek ni končan in postopki še niso končani v nobenem izmed primerov, ki jih vi navajate , v resnici ne morem komentirati. vam pa zagotavljam, da to ni nikakršno strankarsko kadriranje. niste, recimo, omenili slovenske opere in baleta, kjer je ravno tako novo vodstvo, ki je tudi prišlo iz ministrstva. ampak po več kot polletnem vedejevstvu na splošno zadovoljstvo kolektiva! tako so meni in stroka in vse druge razmere narekovale, da človeka, strokovnjaka s tega področja, ki je potegnil na en način ves ta ogromen kompleksen javni zavod iz prepada, v katerega je drvel, tam tudi ohranim in na splošno zadovoljstvo smo tudi storili. predvsem še enkrat v interesu nam je delovanje to so nacionalne institucije tako izrednega pomena, da se takšnih političnih igric, kot se jih nekateri tam v javnosti gredo, preprosto ne smemo in ne moremo privoščiti. hvala.",2020,01,"-
",,M,neutral
"hvala lepa. gospod minister, izvolite.",2020,01,1956,SDS,M,neutral
