text,sent
danes so zakoni napisani tako da si jih vsakdo lahko razlaga po svoje je povedala predstavnica za stike z javnostjo luke koper tatjana jazbec dejstvo je da še nismo uporabili vseh pravnih sredstev ki so nam na voljo a do dokončne odločitve v javnosti ne bi želeli polemizirati o nastalem pravnem stanju je dodala,neutral
zasipavanja ob školjčni sipini,neutral
luka koper bo odločbo upoštevala,neutral
zasipavanja ob školjčni sipini v ankaranu in postavitev novega mostu čez desni kanal reke rižane prek katerega luka dovaža nasipno zemljo za izgradnjo platoja za začasno skladiščenje avtomobilov sta si pred časom ogledala okoljski in gradbeni inšpektor in ugotovila da luka koper nima vseh potrebnih dovoljenj zato sta izdala ustrezne odločbe ki jih bo morala luka sedaj spoštovati,neutral
v zvezi z nasutim platojem ki se uporablja za parkiranje avtomobilov je gradbeni inšpektor takrat uvedel izvršilni postopek prisilne zagotovitve prepovedi uporabe objekta so pojasnili na ministrstvu za okolje zakon o graditvi objektov določa da inšpektor zavezancu izreče denarno kazen če objekta ne preneha uporabljati kazen znaša približno 42000 evrov inšpektor pa jo izreka do prenehanja uporabe oz do desetkratnika tega zneska so še pojasnili,negative
minister podobnik naj odstopi,negative
na ministrstvu menijo da so zahteve zelenih kopra in civilne iniciative gibanje za izolo po odstopu ministra za okolje in prostor janeza podobnika neupravičene poudarili so da na ministrstvu za ureditev območja koprskega pristanišča pripravljajo državni prostorski načrt v katerega sodi tudi izvedba celovite presoje vplivov na okolje trenutno je ta načrt v fazi izdelave strokovnih podlag so zapisali,neutral
da bi zagotovili da bodo v državni prostorski načrt ustrezno vključene tudi rešitve ki sicer niso potrebne zaradi samega pretovora blaga kar je sicer primarna dejavnost luke koper je ministrstvo za pridobitev izdelovalca strokovnih rešitev izvedlo javni natečaj v območje ki se ureja z državnim prostorskim načrtom je namreč zajeto tudi potniško pristanišče stik z starim mestnim jedrom kopra območje mandrača oz športne cone v ankaranu ter območje ankaranske bonifike,neutral
da bi zagotovili ustrezno nepristranskost komisije sta kot člana natečajne komisije sodelovala tudi predstavnika iniciativnega odbora krajevne skupnosti ankaran proti gradnji tretjega pomola luke koper in združenja zelena primorska na natečaju izbrana rešitev pa je bila soglasno ocenjena kot najustreznejša so še sporočili z ministrstva,neutral
na kmetijskem ministrstvu vztrajajo da je hrana dražja zaradi podražitev ključnih kmetijskih surovin,negative
na svetovnem in evropskih trgih rastejo cene mleka in mlečnih izdelkov posledično tudi mesa zlasti svinjskega in perutninskega,negative
tako na svetovnem kot na evropskih trgih rastejo cene mleka in mlečnih izdelkov žita posledično tudi mesa zlati prašičjega in perutninskega letna stopnja rasti cen hrane v 13 državah območja evra julija letos je po harmoniziranem indeksu cen življenjskih potrebščin znašala dva odstotka medtem ko je bila v 27 državah članicah 2 6odstotna,negative
v sloveniji je ta rast znašala sedem odstotkov predvsem v novih državah članicah naj bi bil eden od vzrokov za večjo rast cen približevanje povprečnim ravnem v starih članicah,negative
cene se oblikujejo na dereguliranem in liberaliziranem trgu in vprašanje je kakšni so možni vplivi pravi minister za kmetijstvo gozdarstvo in prehrano iztok jarc,neutral
upam da bomo imeli vsi v tem sektorju dovolj razuma da bomo vodili zmerno cenovno politiko predvsem tudi v korist potrošnika je dejal jarc prepričan je da se stroški vhodnih surovin ne bi smeli odraziti na neupravičenih višjih maloprodajnih cenah ,neutral
slovenija je na področju kmetijskih surovin močno odvisna od zunanjih trgov ima majhen kmetijski sektor ki skupaj z gozdarstvom in lovom dosega okoli dva odstotka bruto domačega proizvoda stopnja samooskrbe slovenije z žitom ki se je letos glede na lani podražilo tudi do 100 odstotkov znaša dobrih 50 odstotkov sicer pa je delež uvoza vseh kmetijskih in živilskih proizvodov v slovenijo iz evropske unije lani dosegel kar 81 odstotkov,neutral
zaloge žitaric kopnijo,negative
letos naj bi v sloveniji pridelali okoli 160000 ton pšenice in pire kar je za 18 odstotkov več kot lani foto reuters,neutral
kljub temu da v sloveniji neugodnih vplivov letin kot kažejo statistični podatki letos sicer ne bo zaznati  pridelali naj bi okoli 160000 ton pšenice in pire kar je za 18 odstotkov več kot lani pridelek ječmena naj bi se glede na leto 2006 povečal za 30 odstotkov za desetino večji je napovedani pridelek koruze na zrnje in za petino večji pridelek silažne koruze  je odvisnost od zunanjih trgov tako še vedno velika,neutral
med kratkoročnimi razlogi sprememb cen velja po jarčevih besedah omeniti klimatske dejavnike v ključnih svetovnih proizvajalkah žit kot sta na primer avstralija in kanada slednja tako za letos že napoveduje 20odstotno znižanje pridelka žit med tem je srbija na primer prepovedala izvoz žitaric argentina je prepovedala izvoz mesa madžarska napoveduje manjše pridelke,neutral
svetovna skupna proizvodnja žitaric na svetu naj bi letos dosegla približno 1653 milijonov ton oz 86 milijonov ton več kot lani potrošnja pa naj bi znašala 1670 milijonov ton kar je 47 milijonov ton več kot lani od tega naj bi poraba za biogoriva znaša kar 109 milijonov ton,neutral
hkrati velja omeniti da se v zadnjem času zmanjšujejo tudi zaloge žitaric lanske svetovne zaloge v višini 259 milijonov ton so se znižale na 242 milijonov ton pri čemer je položaj v evropski uniji še bolj zapleten saj so te zaloge v uniji znatno nižje oz jih praktično nianketa o podražitvah med trgovskimi družbami,neutral
na uradu rs za varstvo konkurence ki kot pristojni organ spremlja in analizira razmere na trgu v kolikor so te pomembne za razvijanje poštene in svobodne konkurence se je odločil da bo zaradi pospešene rasti cen življenjskih potrebščin v sloveniji izvedel anketo med trgovskimi družbami in dobavitelji na osnovi ankete bo urad pridobil podatke o razmerah na trgu dobave blaga trgovskim podjetjem je varuh konkurence objavil na svojih spletnih straneh,neutral
v vprašalniku dobaviteljem urad podjetja sprašuje kateri so njihovi največji kupci na slovenskem trgu in kolikšen delež v prodaji njihovih proizvodov na slovenskem trgu predstavlja nakup vsakega kupca,neutral
družba mercator je svojim dobaviteljem na področju pekarstva že poslala poziv da znova preučijo utemeljenost svojih že veljavnih in napovedanih podražitev po posameznih blagovnih skupinah in jih skušajo v dobro potrošnikov znižati v pismu dobaviteljem so izrazili pričakovanje da skušajo prispevati k omejevanju inflacije in pri sebi poiščejo ustrezne stroškovne rezerve ter rezerve na področju produktivnosti hkrati so sporočili da bodo v vseh blagovnih iskali izdelke novih dobaviteljev ki bodo pripravljeni izdelke primerljive kakovosti zagotoviti po ugodnejših cenahkot so še zapisali pričakujejo da jim bodo najkasneje do ponedeljka posredovali odgovor oz nov predlog cenikov znižanje cen bodo uveljavili v roku dveh dni od prejema novega cenika obljubljajo v mercatorju kjer dobaviteljem ki se bodo odzvali pozivu obljubljajo da jim bodo zagotovili prednostno obravnavo pri prihodnjem poslovnem sodelovanju,negative
za vsako trgovsko družbo  sprašujejo po petih največjih odjemalcih  sprašujejo po petih izdelkih za katere jih zanima maloprodajna cena julija letos v primerjavi z maloprodajno ceno decembra lani prodajana cena dobavitelja v omenjenih dveh mesecih ter marža v obeh mesecih tako v deležu kot vrednostno,neutral
dobavitelje sprašujejo tudi po njihovem mnenju glede vzrokov za dvig maloprodajnih cen proizvodov v obravnavanem obdobju če je do dviga prišlo,neutral
zanima jih tudi pojasnilo kako poteka postopek dviga prodajnih cen pri vsaki izmed trgovskih družb ter pojasnilo ali se dogovarjajo z vsako izmed trgovskih družb ločeno ali je za dvig prodajnih cen dobavitelja potrebno soglasje vseh trgovskih družb hkrati,neutral
vizjak podražitvam bom prišel do dna,positive
v organizaciji zbornice kmetijskih in živilskih podjetij prigospodarski zbornici slovenije gzs se bodo predstavniki živilskihpodjetij v ponedeljek srečali z ministrom za gospodarstvo andrejemvizjakom ter mu predstavili razloge za dvig cen živilskih izdelkov sodanes sporočili iz zbornice minister vizjak je pred dnevi namrečnapovedal da bo razlogom za podražitve prišel do dna,neutral
predstavniki živilskih podjetij bi radi vizjaku pojasnili svojo plat zgodbe,neutral
po srečanju s trgovci minulo sredo se bo vizjak tako sestal še spredstavniki živilskih podjetij ki menijo da morajo dobitipriložnost da ministru predstavijo tudi svojo plat zgodbe inutemeljijo zakaj zvišujejo cene,neutral
trgovci zavračajo krivdo za podražitve in pravijo da je treba razlogeza sedanje ali pričakovane podražitve iskati pri proizvajalcih indobaviteljih ti se po njihovih zagotovilih pojavljajo z novimizahtevki za višje cene kot je po srečanju z ministrom vizjakompoudaril izvršni direktor trgovinske zbornice slovenije viktor vauhnik nekateri zahtevki nimajo nobene jasne osnove in jih je težkoargumentirati glede na znane poraste cen pri osnovnih surovinah,negative
drugi največji slovenski mobilni operater simobil je za vse svoje uporabnike odprl omrežje umts,neutral
simobil je zagnal svoje omrežje umts,positive
mobilni operater simobil  vodafone je za vse uporabnike odprl omrežje umtshsdpa za razvoj nadgrajenega omrežja bo simobil  vodafone v prvih petih letih namenil 50 milijonov evrov v prvi polovici leta 2007 je bila njihova glavna investicija izgradnja prve faze umts omrežja ki je v celoti nadgrajen s tehnologijo hsdpa in bo omogočal hitrosti prenosa podatkov do 3 6 mbits,positive
za pokritost 25 odstotkov prebivalstva je simobil  vodafone zgradil novo omrežje s 97 baznimi postajami umtshsdpa s 76 dodatnimi gsmgprsedge baznimi postajami bodo izboljšali signal na dosedanjih nepokritih predelih naredili smo izjemen korak naprej v poslovanju in številkah v umtshsdpa smo intenzivno vlagali predvsem v prvi polovici letošnjega leta ker pa ne smemo zanemariti celotne baze naših uporabnikov po celi sloveniji se v tej drugi polovici leta z investicijami osredotočamo predvsem na nadgradnjo obstoječega omrežja ter razširitev zmogljivosti našega omrežja v vseh večjih mestih po sloveniji je dejal predsednik uprave simobila dejan turk,positive
tuš telekom v odškodninskem zahtevku od telekoma slovenije zahteva 21 47 milijona evrov,negative
telekom slovenije je prejel odškodninski zahtevek družbe tuš telekom v katerem ta zahteva plačilo odškodnine v višini 21 47 milijona evrov tuš telekom se je za odškodninski zahtevek odločil zaradi domnevne zlorabe prevladujočega položaja ter kršitve določil sektorske zakonodaje so danes prek spletnih strani ljubljanske borze sporočili iz telekoma slovenije,neutral
telekom slovenije bo na zahtevek odgovoril do 1 oktobra,neutral
v telekomu zahtevek tuš telekoma nekdanjega voljatela še proučujejo nanj pa bodo odgovorili v postavljenem roku to je do 1 oktobra,neutral
ob tem dodajajo da v celoti spoštujejo veljavno zakonodajo in odločbe izdane s strani agencije za pošto in elektronske komunikacije ter poslujejo v skladu z dobrimi poslovnimi običaji,neutral
po pisanju časnika finance je tuš telekom zahtevek proti telekomu vložil zaradi domnevne poslovne škode nastale s favoriziranjem siola in sicer vse od leta 2001,neutral
nemški avtomobilski proizvajalec bmw je kitajskega proizvajalca šuanguana obtožil plagiatorstva,negative
italijanske organizacije za zaščito potrošnikov so zaradi zvišanja cen osnovnih živil pozvale k špagetni stavki ,neutral
ljudi so pozvali naj v znak protesta zaradi nedavne podražitve testenin en dan ne kupujejo niti ne jedo testenin narast cene pšenice v zadnjih mesecih je namreč prislilila izdelovalce testenin da zvišajo cene,negative
vsak italijan v enem letu poje povprečno 28 kilogramov testenin,neutral
furio bragagnolo podpredsednik združenja proizvajalcev testenin meni ni jedi ki bi bila cenejša kdor se odloči za stavko proti testeninam bo dražje plačal hrano ki jo bo kupoval namesto testenin porcija testenin najbrž stane manj kot jabolko,neutral
večina italijanov je poziv k stavki zavrnila nekaj deset ljudi se je sicer zbralo pred italijanskim parlamentom v rimu in mimoidočim brezplačno razdeljevalo testenine kruh in mleko,neutral
nekaj deset ljudi je pred parlamentom mimoidočim razdeljevalo testenine foto reuters,neutral
nihče ne bo prenehal jesti testenin to je osnova italijanske prehrane in kot sem opazil potrošniki danes niso spremenil svojih nakupovalnih navad je dejal uslužbenec delikatese v središču rima testenine so osnovno živilo in normalno je da gredo cene vsako leto gor tako kot na primer pri bencinu je dodal,neutral
organizacije za zaščito potrošnikov so sporočile da so se špageti lani podražili za 27 odstotkov kruh pa za 17 odstotkov medtem ko italijanski statistični urad trdi da sta se ti dve živili podražili le za tri oziroma 4 2 odstotka,neutral
nemška kanclerka merklova je ob odprtju avtomobilskega sejma iaa opozorila na zmanjšanje izpustov ogljikovega dioksida,positive
merklova je proizvajalce avtomobilov pozvala k zmanjšanju izpustov ogljikovega dioksida,positive
nemška kanclerka angela merkel je danes v frankfurtu odprla 62 mednarodno avtomobilsko razstavo iaa ob tem je proizvajalce pozvala da morajo pri vsakem delčku avtomobila razmišljati o tem kako zmanjšati izpuste ogljikovega dioksida,positive
na avtomobilski razstavi ki bo odprta do 23 septembra pričakujejo okoli 900000 obiskovalcev ki si bodo lahko ogledali izdelke 1081 razstavljalcev iz več kot 40 držav samo proizvajalci avtomobilov bodo predstavili 88 svetovnih novosti vseh skupaj pa bo 260,positive
omejitev izpustov za vsa vozila,positive
kljub pozivu k zmanjšanju izpustov pa je merklova podprla nemške proizvajalce avtomobilov ki prevladujejo v višjih tržnih segmentih pri njihovi zahtevi da bi se morala omejitev izpustov upoštevati za vsa vozila ne pa le pri nekaterih modelih,neutral
večji avtomobili več co2 v ozračju,neutral
evropska komisija predlaga da bi se izpusti ogljikovega dioksida iz avtomobilov z današnjega povprečja 160 gramov na kilometer do leta 2012 omejili na 120 gramov na kilometer proizvajalci večjih avtomobilov ki v ozračje izpuščajo tudi več ogljikovega dioksida predlagajo da bi bilo breme zniževanja emisij med proizvajalce porazdeljeno glede na težo avtomobilov v njihovi proizvodni paleti,neutral
merklova je v frankfurtu odprla 62 sejem iaa,neutral
to bi pomenilo da bi lahko večji avtomobili v ozračje spuščali več ogljikovega dioksida kot manjši ker pa bi celotna industrija do leta 2012 še vedno morala doseči povprečen izpust novih avtomobilov v višini 120 gramov na kilometer bi morali proizvajalci manjših vozil svoje izpuste zmanjšati pod to mejo omenjeni predlog so oblikovali nemški proizvajalci nasprotujejo pa mu francoski in italijanski proizvajalci ki izdelujejo manjše in varčnejše avtomobile,neutral
aktivisti okoljske organizacije greenpeace so pred razstavnim prostorom pripravili demonstracije in v zrak spustili na stotine črnih balonov z napisom co2,neutral
merklova je v svojem govoru poudarila tudi nujnost spoštovanja intelektualne lastnine pri tem pa izpostavila kitajsko,neutral
delničarji nlb bodo lahko še danes vplačali nove delnice ki jih bo banka izdala v okviru dokapitalizacije,neutral
rezultati prvega kroga dokapitalizacije bodo znani do srede,neutral
cena nove delnice znaša 307 evrov osnovni kapital pa se bo v postopku dokapitalizacije povečal za 2 719 milijona evrov na 66 831 milijona evrov če obstoječi delničarji predkupne pravice ne bodo v celoti izkoristili bo nove ljubljanske banke nlb delnice v odkup ponudila še javnosti rezultate prvega kroga bo nlb objavila do srede,neutral
največji delničarji nlb  država 35 41 odstotka skupina kbc 34 odstotkov slovenska odškodninska družba 5 05 odstotka kapitalska družba 5 01 odstotka in evropska banka za obnovo in razvoj pet odstotkov  so ob objavi prospekta za ponudbo novoizdanih delnic napovedali da bodo izkoristili predkupno pravico in ohranili obstoječi lastniški delež v banki,neutral
v potezi naložbe 3 42odstotni lastnici nlb in zavarovalnici triglav 1 40odstotni lastnici so za sta potrdili da bodo pri dokapitalizaciji nlb sodelovali med 10 največjimi lastniki nlb so bili konec junija še nfd 1 1 47 odstotka triglav steber 1 1 22 odstotka in aktiva naložbe 0 88 odstotka,neutral
nlb se je za dokapitalizacijo odločila ker je že izčrpala vse vire financiranja dodatnega kapitala za nemoteno rast poslovanja nove kapitalske naložbe uresničitev projekta pripojitve bank ter zagotavljanje kapitalske ustreznosti banke tudi v povezavi z učinki uvedbe standardov basel ii so v banki zapisali v prospektu za ponudbo novoizdanih delnic,neutral
ameriška nafta je na azijskem trgu z več kot 81 dolarji za sod dosegla rekordno vrednost,negative
cena nafte vztrajno narašča,negative
cena ameriške nafte se je z več kot 81 dolarji za sod povzpela na novo rekordno vrednost v azijskem trgovanju je bilo treba za 159litrski sod zahodnoteksaške lahke nafte z dobavo v oktobru odšteti celo do 81 23 dolarja kar je bilo 66 centov več kot v ponedeljek s tem je bil stari rekord v višini 80 70 dolarja za sod dosežen v ponedeljek zvečer močno presežen,negative
po mnenju borznih posrednikov je mogoče vzrok za tokratno rast cen nafte iskati v zaskrbljenosti glede morebitnih težav v ponudbi nafte po pisanju ameriške tiskovne agencije ap pa je mogoče rast cen nafte pripisati pričakovanjem da bo ameriška centralna banka danes znižala obrestne mere kar bo spodbudilo konjunkturo ter okrepilo povpraševanje po nafti v največji porabnici energentov na svetu,negative
evro se tudi po odločitvi ameriške centralne banke da zniža temeljno obrestno mero še vedno krepi,positive
analitiki napovedujejo da bi evro lahko kmalu presegel mejo 1 40 dolarja,positive
evro se tudi po odločitvi ameriške centralne banke da zniža temeljno obrestno mero za 0 5 odstotne točke na 4 75 odstotka krepi,neutral
v današnjem trgovanju je evro v primerjavi z ameriško valuto dosegel rekordno vrednost 1 3987 dolarja nakar se je ustalil pri 1 3981 dolarja torkovo trgovanje je skupna evropska valuta zaključila pri 1 3971 dolarja,neutral
prvo znižanje ključne obrestne mere po kateri si ameriške banke med seboj čez noč posojajo denar od junija leta 2003 ko je znašala le odstotek je bilo pričakovano napovedovano in potrebno kot odgovor na finančno krizo zaradi ohlajanja stanovanjskega trga in krize hipotekarnih posojil,neutral
analitiki so sicer pričakovali 0 25odstotno znižanje še znatnejše znižanje pa naj bi tako trgovci na deviznih trgih povzročilo pravo evforijo ,neutral
hrvaški državaljani so pokazali velik interes za prednostni nakup tamkajšnjega telekoma tht,neutral
za delež v tht se potegujejo številni hrvatje,neutral
hrvaška je s prodajo delnic družbe tht začela v ponedeljek že v prvih dveh dneh je po podatkih hrvaških medijev delnice vpisalo približno 50000 državljanov kar je nekaj tisoč več kot je bilo v podobnem primeru nakupa delnic naftne družbe ina konec lanskega leta če bo interes takšen kot prve dni bo 20 do 23 odstotkov delnic thtja ki so v javni ponudbi premalo vlada bo zelo hitro morda že v naslednjem tednu začela postopek za nove delnice v javni ponudbi je povedal predsednik hrvaške vlade ivo sanader,neutral
tht ki je v večinski 51odstotni lasti deutsche telekoma je v sedanji obliki nastal leta 1999 ko sta iz nekoč skupnega podjetja nastali družbi za poštne in telekomunikacijske storitve hrvaška vlada ima v podjetju 42 odstotkov sklad hrvaških vojnih veteranov pa sedem odstotkov,neutral
javna ponudba za hrvaške državljane se bo iztekla 27 septembra za institucionalne investitorje pa 1 oktobra hrvaški državljani imajo prednostno pravico do nakupa delnic v višini 38000 kun 5184 evrov in do bonusa v višini ene delnice ob nakupu 10 delnic vendar le v primeru da jih bodo zadržali vsaj eno leto,neutral
vpis delnic nove ljubljanske banke ki se je začel zjutraj je bil zaključen že v kratkem času po odprtju vpisnih mest,neutral
vpis novih delnic je bil mogoč do 5 oktobra a se je vpis končal že v dopoldanskih urah,positive
nlb je v odkup javnosti ponudila 2435 oz 0 75 odstotka delnic katerih obstoječi delničarji niso vpisali in vplačali v javni ponudbi ki se je iztekla 17 septembra v nlb zaenkrat uradnih informacij o izidu javnega poziva za vpis in vplačilo novih delnic ne dajejo dokler delnice ki so bile vpisane niso tudi plačane ne morejo dajati izjav so povedali v službi za odnose z javnostmi novoizdane delnice so ponudili v odkup tako pravnim kot fizičnim osebam vpisovanje pa bi moralo po načrtih trajati do 5 oktobra vendar so predvideli možnost predčasnega zaključka,neutral
nlb je novoizdane delnice naprej ponudila v odkup obstoječim delničarjem banke v prvem krogu dokapitalizacije ki je potekal od 4 do 17 septembra so obstoječi delničarji v sorazmerju s svojimi deleži v osnovnem kapitalu banke vpisali in vplačali 323298 novih delnic kar predstavlja 99 25 odstotka vseh novih delnic nlb,neutral
američani zagotavljajo da bodo upoštevali domačine in spremenili prvotne načrte megazabavišča novogoričani so zadovoljni,positive
v okviru svojega drugega obiska v sloveniji se je podpredsednica družbe harrah s entertainment ki skupaj s hitom načrtuje 750 milijonov evro vredno megazabavišče jan jones v novi gorici sestala tudi s županom nove gorice mirkom brulcem,neutral
v novi gorici kot edino možno lokacijo za megazabavišče vidijo območje ajševice,neutral
čeprav podobnosti o projektu kot tudi ne njegova lokacija še niso znani je jonesova prepričana da je bil od njenega julijskega obiska narejen manjši napredek občutek je dober zadovoljen sem z odgovori je po sestanku dejal brulc,neutral
megazabavišče na območju ajševice,neutral
novogoriški župan ki je bil vesel obljube jonesove da na goriškem ne nameravajo zgraditi novega las vegasa je predstavnico harrah sa seznanil s sklepi torkove izredne seje mestnega sveta pa tudi drugimi zahtevami ki se glede turističnoigralniškega projekta pojavljajo v novogoriškem okolju,neutral
mirko brulc imamo obljube da bodo naše zahteve upoštevane,neutral
jonesovi je brulc predstavil območje ajševice kot edino možno lokacijo za megazabavišče v novogoriški občini lokacija ima nekatere prednosti kar bomo s kolegi upoštevali je dejala jonesova ki želi da bi bil turističnozabaviščni center postavljen na goriškem to je zame pomembno kajti novo gorico smo izbrali zaradi njenih lepot dostopa do infrastrukture bližine italije in avstrije tu je po mojem mnenju prava lokacija je poudarila jonesova,neutral
župan in civilna iniciativa zadovoljni,positive
sicer pa sta jonesova in brulc ki sta se danes srečala prvič zgolj izmenjala mnenja kot kaže pa američani razumejo zahteve lokalnih skupnosti je ugotovil slednji dotaknila sta se tudi predlaganih sprememb igralniške zakonodaje ki jih pripravlja ministrstvo za finance in na katere imajo na goriškem precej pripomb imamo obljube da bodo naše zahteve upoštevane če bo tako potem je pot dosti bolj odprta kot sicer je jonesovi zagotovil brulc,neutral
ker sta novogoriški zabavišči perla in park usmerjeni predvsem v igralništvo želijo na goriškem zgraditi turistični resort v katerega bi privabili ljudi iz celega sveta je pojasnila jonesova ki se bo v petek sestala še z drugimi goriškimi župani v slovenijo pa naj bi se vrnila novembra,neutral
