po posameznih državah so po vasletovih besedah številke še slabše tako je slovenija novembra denimo v italijo izvozila za četrtino manj v veliko britanijo pa za 30 odstotkov manj slovenija je imela tudi padec izvoza v nove članice eu pa tudi v države nekdanje jugoslavije,negative
močno so se v zadnjem lanskem četrtletju poslabšale razmere v predelovalnih dejavnostih razlog za poslabšanje industrijske proizvodnje pa je po vasletovih besedah globalen in ni odvisen od slovenije industrijska proizvodnja se namreč umirja v celotni eu,negative
opazno je umirjanje v predelovalnih dejavnostih industrijski proizvodnji in gradbeništvu padla pa sta tako izvoz kot uvoz foto pop tv,negative
prišlo je tudi do pomembnega umirjanja v gradbeništvu kot je pojasnil vasle se je močno umirila aktivnost pri infrastrukturnih objektih negativna je aktivnost pri gradnji stavb razlog za umirjanje je isti kot pri izvozu torej umiritev gospodarske rasti je poudaril,negative
padel je tudi uvoz proizvodov in storitev največja razlika v primerjavi s predhodnimi četrtletji je pri proizvodih za vmesno uporabo zmanjšal pa se je tudi uvoz proizvodov za investicije,negative
v tekočem računu plačilne bilance se je primanjkljaj povečal in po oceni umarja znašal 5 8 odstotka bdp v letu 2008 razlog za tolikšen primanjkljaj je podoben kot v letu 2007 in sicer se je poslabšala bilanca blagovne menjave,negative
previsoka rast plač v javnem sektorju,negative
razmere na trgu dela so se začele slabšati v predelovalni dejavnosti je bil trend zaznaven že v lanskem drugem četrtletju a se je v zadnjem četrtletju še poglobil medtem ko je v predelovalni dejavnosti prišlo do zmanjšanja delovno aktivnega prebivalstva je v drugih segmentih prišlo zgolj do umirjanja,negative
plače v javnem sektorju po mnenju vasleta preveč rastejo foto pop tv,negative
povečevanje brezposelnih v zadnjem lanskem četrtletju delo je sicer največ ljudi izgubilo januarja slabi kazalci pa se nadaljujejo tudi februarja se je odrazilo na znižanju rasti plač v zasebnem sektorju čeprav je bila ta v primerjavi z letom 2007 na višji ravni,negative
umar je že večkrat opozoril na problematiko rasti plač v javnem sektorju ta bo letos zaradi dogovora socialnih partnerjev nižja od sprva predvidene 10odstotne in naj bi znašala manj kot osem odstotkov kar pa je po vasletovih besedah še vedno visoka rast ki odstopa od rasti plač v zasebnem sektorju in produktivnosti v letošnjem letu,negative
inflacija se bo še umirjala,neutral
inflacija v sloveniji se tako kot v območju evra umirja in je trenutno pod dolgoročno vzdržno ravnjo makroekonomsko sprejemljiva inflacija na srednji rok bi bila tako pravi vasle okoli tri odstotke inflacija se bo po napovedih umarja do sredine leta še umirjala celo zanihala nekoliko navzdol nato pa se bo ponovno začela zviševati,neutral
v zadnjem četrtletju je bila skromna tudi aktivnost v finančnem sektorju tako se je zmanjšal tok posojil med bankami in podjetji prepolovil pa se je tudi tok posojil prebivalstvu kreditiranje prebivalstva se je lani iz četrtletja v četrtletje umirjalo nadaljeval pa se je odliv sredstev iz vzajemnih skladov vloge prebivalstva v bankah pa so se postopno krepile,neutral
v številnih državah plačujejo lastnikom da se odpovejo staremu avtomobilu in kupijo novega s tem iz krize rešujejo industrijo ki samo v eu zaposluje 12 milijonov ljudi slovenija takega ukrepa ne namerava uvesti,positive
v tem trenutku še nihče ne vidi luči na koncu tunela vsi se zavedamo da smo še v globoki temi,negative
minister za gospodarstvo matej lahovnik,neutral
slovenija pripravlja sveženj spodbud za avtomobilski sektor ki bodo vezane na sredstva evropske investicijske banke eib je napovedal minister za gospodarstvo matej lahovnik odločili smo se za horizontalne spodbude torej spodbude namenjene celotni verigi avtomobilske industrije ne samo končnim proizvajalcem kar je dejansko v sloveniji samo revoz ampak tudi dobaviteljem ki pa jih je v sloveniji zelo veliko je pojasnil minister ukrepi naj bi pospešili razvoj pa tudi uporabo varnejših in okolju prijaznejših tehnologij slaba novica pa je subvencioniranja nakupa novih avtomobilov še ne bo,neutral
za odvoz starega avtomobila na odpad vam država še ne bo plačala minister lahovnik sicer priznava da podobni ukrepi nekaterih držav eu koristijo tudi slovenskemu revozu,negative
država ne bo plačevala za nakup avtomobila,negative
protekcionizem ne bi ogrozil samo malih držav in v tem kontekstu tudi slovenije ampak na sploh celotno idejo na kateri počiva eu zato je usklajeno delovanje tako pomembno,neutral
minister za gospodarstvo matej lahovnik,neutral
nekatere države lastnikom ki se želijo znebiti starega avtomobila in kupiti novega plačajo določen znesek slovenije med njimi ni in takšnih spodbud niti ne načrtuje je dejal minister za subvencioniranje nakupa novih avtomobilov se nismo odločili saj smo slovenci še vedno med vodilnimi po nakupu avtomobilov je to odločitev pojasnil minister a če bi se za to odločile vse države članice eu bi bil to signal tudi za nas je še dodal minister to shemo je doslej sprejelo devet od sedemindvajsetih držav evropske unije devet pa jih še razmišlja o tem,neutral
sicer pa je minister poudaril da mora biti pri reševanju avtomobilske industrije v ospredju vloga zasebnega sektorja ne države če si kdo predstavlja da se bo razbremenil odgovornosti in velike izgube dal v breme davkoplačevalcem je to račun brez krčmarja če to dovolimo potem dovolimo velik moralni hazard je posvaril,negative
general motors se je znašel v težavah z njim pa tudi številne evropske tovarne,negative
posebej je opozoril na primer ameriškega general motorsa nekoč eno vodilnih podjetij ki ima tovarne tudi po evropi se je znašlo v velikih težavah in zaradi tega pritiska na države članice za različne podpore tudi iz sredstev davkoplačevalcev general motors ne ravna ravno v duhu družbene odgovornosti in k sreči v sloveniji nima obrata je dejal lahovnik zato pa so v hudih skrbeh evropske države katerih avtomobilska industrija je vezana na ranjenega ameriškega velikana plat zvona bijejo predvsem nemci saj je njihov opel v lasti general motorsa pa tudi švedi kjer se je v podobnih težavah zaradi ameriških lastnikov znašel volvo,negative
v tem trenutku še nihče ne vidi luči na koncu tunela vsi se zavedamo da smo še v globoki temi je opozoril minister a v sloveniji je po njegovih besedah stanje še vedno boljše kot v večini drugih drž ker je finančni sektor v boljši kondiciji in nima toliko toksičnega premoženja,negative
turistična industrija v italiji ki zaposluje kar dva milijona ljudi se je znašla v hudi krizi ogroženih je 100 tisoč delovnih mest vsak peti hotel naj bi letos zaprli,negative
italijanski turizem je v hudi krizi,negative
turistična industrija v italiji zaposluje dva milijona ljudi in ustvari deset odstotkov celotnega bruto domačega proizvoda,neutral
italijanski turizem se je znašel v hudi krizi samo januarja je delo izgubilo 4 5 odstotka zaposlenih v italijanskem hotelirstvu med zaposlenimi za določen čas pa jih je na cesti pristalo deset odstotkov do konca tega leta utegne zaposlitev izgubiti 100000 delavcev v italijanskem turizmu kar je še enkrat več od števila delovnih mest ki so ogrožena v avtomobilski industriji svarijo v italijanskem turističnem združenju federturismo,negative
da bi lahko prebrodili krizo italijanski turistični delavci od vlade zahtevajo lažji dostop do posojil in davčne olajšave v italiji znaša davek na dodano vrednost v turizmu deset odstotkov v španiji sedem v franciji pa le 5 5 odstotka španska vlada je za pomoč domačemu turizmu že namenila 400 milijonov evrov,neutral
turist v rimu,neutral
zaradi finančne in gospodarske krize so ogrožena predvsem manjša turistična podjetja v italiji raziskava združenja federturismo napoveduje da bodo letos v državi zaprli od tri do pet odstotkov hotelov resno je ogroženih 13000 večinoma družinskih podjetij,negative
italijanska vlada je sprejela ukrepe za pomoč bankam avtomobilski industriji in proizvajalcem gospodinjskih aparatov a je popolnoma prezrla dramatičen položaj v turizmu enem od temeljev italijanskega gospodarstva kritizira združenje,neutral
ob tem je zanimivo da premier silvio berlusconi na vsa usta hvali protikrizne ukrepe po njegovih besedah nobena druga vlada v evropi ni naredila več kot italijanska v nekem televizijskem pogovoru je izrazil tudi mnenje da stanje sploh ni tako slabo in da mediji vse skupaj predstavljajo preveč dramatično,neutral
bo poleti kaj bolje napovedi niso ravno rožnate,negative
kdor ima denar si med krizo lahko privošči več če kupite prestižen avto vam podarijo cenejšega plačate štiri dobite sedem prenočitev v luksuznem hotelu zlahka lahko križarite za polovično ceno,neutral
uničenje ki ga je povzročila finančna kriza po nedavni analizi presega vrednost 40 tisoč milijard evrov najhuje je v aziji kjer je klonila tudi japonska,neutral
analiza azijske razvojne banke je pokazala da je finančna kriza po vsem svetu uničila skoraj 40 tisoč milijard dolarjev premoženja azija je najbolj prizadeta tam se je namreč razbilinilo kar 7630 milijard dolarjev,neutral
predsednik azijske razvojne banke je prepričan da bo azija iz sedanje krize izšla krepkejša kot kdaj koli,neutral
bojim se da se bo položaj še poslabšal je dejal haruhika kuroda predsednik azijske razvojne banke hkrati je izrazil prepričanje da bo azija iz krize izšla kot ena prvih delov sveta in sicer krepkejša kot kdaj koli okrepitev konjunkture je po njegovih besedah mogoče pričakovati konec tega ali v začetku prihodnjega leta,neutral
po mnenju ekonomistov pa je azijo kriza tako hudo prizadela ravno zato ker gre za regijo ki se izredno hitro razvija,neutral
klonila tudi japonska,neutral
japonska je imela januarja letos rekorden 1 4 milijarde evrov visok primanjkljaj na tekočem računu plačilne bilance po podatkih japonskega finančnega ministrstva gre za prvi primanjkljaj v zadnjih 13 letih,neutral
tečaji delnic na vodilni azijski borzi v tokiu so se danes zaradi zaskrbljenosti glede japonskega gospodarstva znižali indeks nikkei je zdrsnil na najnižjo raven v zadnjih 26 letih,neutral
manjše povpraševanje po tehnoloških izdelkih,neutral
do primanjkljaja je prišlo zaradi hudega upada izvoza in poglabljanja recesije japonsko je posebej prizadel upad svetovnega povpraševanja po avtomobilih visokotehnološkem blagu in strojih področjih na katerih ta država blesti skupno se je izvoz januarja na letni ravni znižal za 46 3 odstotka uvoz pa za 31 7 odstotka,neutral
japonsko je po besedah analitikov še posebej prizadel upad svetovnega povpraševanja po avtomobilih,neutral
zaradi slabega gospodarstva zda tudi japonska ostaja na dnu,neutral
januarski primanjkljaj ki ga je danes uradno objavilo japonsko finančno ministrstvo je bil večji od pričakovanj in največji po januarju 1985 analitiki pa se bojijo da bo japonski tekoči račun plačilne bilance v rdečem območju še več mesecev zaenkrat namreč ne gre pričakovati da se bo opešano ameriško gospodarstvo popravilo že v bližnji prihodnosti zato bo verjetno tudi japonski izvoz ostal šibak,neutral
nekateri se bojijo da bo japonska vlada v tem tednu objavila da se je drugo največje gospodarstvo na svetu v zadnjem lanskem četrtletju skrčilo več kot za medletnih 12 7 odstotka kot so ocenjevali doslej tudi v letošnjem prvem četrtletju naj bi imela japonska po napovedih velik upad bruto domačega proizvoda,neutral
projekt izgradnje stadiona v stožicah zaradi vse bolj verjetnega izstopa srbske delte še ni ogrožen pravi janković v primeru da delta izstopi se na mol že dogovarjajo z alternativnimi investitorji,neutral
župan mol zoran janković,neutral
zaradi gospodarske situacije imajo v delti težave s financiranjem projekta izgradnje stadiona in nakupovalnega centra v stožicah v celoten projekt bi morala delta vložiti več kot 232 milijonov evrov do sedaj je plačala le pet milijonov evrov podjetju grep in dva milijona evrov za izdelavo študije o trgovskem centru do konca preteklega leta pa bi morala plačati še 20 milijonov a ji to ni uspelo v delti se sicer še niso odločili za odstop od projekta a so priznali da imajo težave pri pridobitvi kreditov za financiranje kot je pojasnil ljubljanski župan zoran janković bodo delto čakali še do konca meseca nato pa bodo vložili tožbo za 15 milijonov evrov,neutral
ogrin projekt gre naprej,neutral
delta holding foto pop tv,neutral
direktor grepa uroš ogrin pa je povedal da so se odločili da gre projekt z javnim delom v tempu ki bo omogočal izvedbo pogodbenih obvez za trgovski center pa imamo v tem tednu oziroma do konca meseca časovni time out odlok prvotnemu kupcu kompleta stožice to je beograjski delta  ogrin je ob tem povedal da ima grep v tem trenutku tako pravnomočno gradbeno dovoljenje za projekt ki je sicer vreden več kot 200 milijonov evrov kot tudi stavbno pravico na zemljišču velikem preko 160000 kvadratnih metrov,neutral
grep bo s projektom na javnem delu dvorana in stadion nadaljeval konec tega meseca projekt pa naj bi bil po besedah ogrina trenutno vreden okoli 24 milijonov evrov od tega je pet milijonov že plačala delta osem milijonov gre na račun urbanistične pogodbe ki jo je grep za ureditev cestne komunalne in prometne infrastrukture sklenil z mestno občino ljubljana mol preostanek pa naj bi šel v breme lastnikov grepa,neutral
župan je na današnji novinarski konferenci zagotovil da projekt gradnje teče po planu javni del mora biti končan do 30 junija 2010 trgovski del pa mora biti takrat zgrajen do tretje faze da je mogoče zasutje saj je trgovski center pod nivojem in je na strehi predvidena parkovna ureditev,neutral
maketa športnega parka stožice foto mestna občina ljubljana,neutral
maketa športnega parka stožice foto mestna občina ljubljana,neutral
maketa športnega parka stožice foto mestna občina ljubljana,neutral
prodaja stanovanj je skoraj zastala ponudba je velika cene pa ostajajo visoke je nakup stanovanja še vedno dobra investicija ali bodo cene sčasoma vendarle padle,neutral
družba kpmg ki za pivovarno laško in šrotov infond holding prodaja 48 34odstotni delež v mercatorju je podaljšala ponudbo do 31 marca prodajalci pa so pripravljeni prodati tudi manjši delež ne le celotnega paketa,neutral
interesenti za nakup mercatorja lahko ponudbe popravijo do 31 marca postopek prodaje je zasnovan sicer tako da prodajalci lahko v katerem koli delu postopka od prodaje odstopijo,neutral
zainteresirani za nakup 48 34odstotnega deleža družbe mercator v lasti skupine pivovarna laško in infond holdinga večinski lastnik je preko drugih družb boško šrot lahko svoje ponudbe izboljšajo do 31 marca prodajalci pa so pripravljeni prodati le 25 odstotkov mercatorja ne celotnega deleža so danes sporočili iz pivovarne laško,neutral
družba kpmg ki vodi prodajo mercatorja je zainteresiranim kupcem obvestilo v zvezi z izboljšanjem ponudbe in pripravljenostjo za prodajo tudi manjšega deleža posredovala potem ko so se ti seznanili s poslovanjem mercatorja v letu 2008,neutral
postopek prodaje mercatorja se nadaljuje zatrjujejo v laškem in zavračajo navedbe današnjega dnevnika da pivovarna ustavlja postopek prodaje polovice mercatorja kot navaja časnik so ponudnike obvestili da je naprodaj samo še četrtina mercatorja v resnici pa naj bi bili pripravljeni če bi kdo tako želel prodati tudi manjši delež,neutral
predsednik uprave pivovarne laško in večinski lastnik infond holdinga boško šrot,neutral
po navedbah dnevnika naj bi prodajalci pričakovali da bodo delnico prodali po precej višji ceni od trenutne tržne ki znaša 150 evrov in od cen ki so jih interesenti ponudili v nezavezujočih ponudbah obenem časnik sklepa da so našli sebi prijateljskega kupca ki bi začasno odkupil delež v naši največji trgovski družbi  pri tem omenja družbo orbico ki naj bi bila povezana s šrotovo svetovalko andrijano starina kosem,neutral
kakšen je interes za nakup mercatorja uradno ni znano po pisanju dnevnika pa je nezavezujoče ponudbe v začetku februarja oddalo sedem investitorjev oddajo nezavezujoče ponudbe so potrdili v srbski delti holdingu za nakup mercatorja naj bi se zanimal tudi privatizacijski mogotec igor lah in še pet večjih tujih skladov zasebnega kapitala s sedežem v londonu new yorku in bostonu,neutral
spomnimo,neutral
kot je znano je agencija za trg vrednostnih papirjev leta 2008 ugotovila da različne šrotove družbe obvladujejo mercator mimo prevzemne zakonodaje agencija je družbam naložila skupaj 670 tisoč evrov globe do znižanja lastništva v mercatorju pod 25 odstotkov ali prevzema najboljšega soseda pa šrotove družbe tudi ne morejo uveljavljati glasovalnih pravic v njem,neutral
istrabenz in laško sta leta 2005 od kad in sod odkupila delnice mercatorja po vrednosti 38000 tolarjev za delnico kar znaša 158 57 evra za delnico takrat še ni bilo znano da boško šrot preko drugih družb obvladuje večinski delež v pivovarni laško delnica je nato dosegla celo rekordnih 419 evrov delnica mercatorja je danes na borzi vredna 146 55 evra,neutral
vzmd opozarja da bi mali delničarji morali imeti svoje predstavnike v nadzornih svetih petrola in zavarovalnice triglav dodali so da brez minimalnega vpliva malim delničarjem ne preostane nič drugega kot da izstopijo,neutral
vseslovensko združenje malih delničarjev vzmd je na kapitalsko družbo kad in na slovensko odškodninsko družbo sod naslovilo odprto pismo v njem je združenje zapisalo da jih je presenetilo ravnanje kad in sod pri oblikovanju predlogov za člane nadzornih svetov posebej v primeru petrola in zavarovalnice triglav,neutral
na domnevno usklajenih seznamih kandidatov namreč nikjer ni predstavnikov malih delničarjev so zapisali pri vzmd tako je sestava nadzornih svetov v celoti določena med največjimi delničarji v primeru petrola med kad sod istrabenz nlb in perspektivo kot navajajo je v petrolu blizu 40 tisoč malih delničarjev ki imajo skupno največji približno 25odstotni delež,neutral
trdijo da že vse od odstopa predsednika nadzornega sveta petrola jožeta zagožna leta 2006 na mesto izvolitev predstavnika malih delničarjev argumentirano predlagajo mirana mejak predsednika sveta vzmd,neutral
predlog za izvolitev predstavnika malizh delničarjev je vzmd skladno s proceduro poslal na nadzorni svet petrola ki pa ga je sprejel in vključil v predlog nadzornega sveta skupščini delničarjev poleg tega je vzmd na kad in sod uradno poslal seznam potencialnih kandidatov za člane nadzornih svetov ki bi lahko kompetentno predstavljali male delničarje kakor ga je na svoji seji soglasno sprejela komisija vzmd za izbor kandidatov za člane nadzornih svetov niti kad niti sod pa predlogov vzmd kot vse kaže nista upoštevala s čimer malim delničarjem očitno odrekata vsakršno možnost sodelovanja v nadzornih svetih in pri soupravljanju družb menijo na vzmd,neutral
se ponavlja zgodba nadzornega sveta nkbm,neutral
v odprtem pismu je zapisano še da bi izvolitev nadzornega sveta brez predstavnika malih delničarjev močno spominjala na lanskoletno izvolitev nadzornega sveta nkbm ko mali delničarji niso dobili niti enega predstavnika v nadzornem svetu zoper nkbm združenje vodi sodni postopek,neutral
mali delničarji očitno res ne bodo imeli druge možnosti kot da iz družb kjer ne morejo doseči vsaj minimalnega vpliva ter udejanjati pravic iz lastništva delnic izstopijo menijo pismo so v vednost poslali tudi premierju borutu pahorju,neutral
koprski policisti so prejeli anonimno kazensko ovadbo zoper predsednika uprave luke koper časarja in direktorja družbe inženiring graj roberta graja anonimnež jima očita zlorabo položaja pri gradnji logističnega centra panonija,neutral
predsednik uprave luke koper robert časar,neutral
koprska policijska uprava je prejela anonimno kazensko ovadbo zoper predsednika uprave luke koper roberta časarja in direktorja družbe inženiring graj roberta graja anonimnež jima očita zlorabo položaja pri gradnji logističnega centra panonija v prvi vrsti želimo izpostaviti da obtožb ne moremo komentirati ker z njimi nismo bili uradno seznanjeni in celotne vsebine ne poznamo za obstoj domnevne ovadbe smo namreč izvedeli iz medijev je v sporočilu za javnost zapisal vodja službe za odnose z javnostjo luke koper sebastjan šik,neutral
po pisanju današnjega dnevnika anonimnež v ovadbi časarju in graju njegovo podjetje za luko koper v prekmurju ureja postopke za gradnjo logističnega centra očita da sta storila kaznivo dejanje zlorabe položaja in pravic pri nakupu parcel ter vzpostavitvi pogojev pri gradnji logističnega centra v prekmurju na ta način naj bi luko koper odškodovala vsaj za 700000 evrov,neutral
v luki koper so v sporočilu za javnost zapisali da se pogodbe o poslovnem sodelovanju ki jih je luka koper leta 2007 sklenila z inženiringom graj nanašajo na več kot 500 parcel na katerih je družba inženiring graj izvajala storitve tudi vsi do zdaj izdani računi podjetja inženiring graj so bili plačani v skladu s stroškovnikom ki je sestavni del prej omenjenih pogodb poudarjajo v koprski družbi,neutral
ne moremo pa se znebiti občutka da je bila anonimna ovadba vložena bodisi zaradi nepoznavanja vseh dejstev bodisi z namenom škodovanja ugledu družbe poudarjajo v luki koper in dodajajo da je projekt izgradnje logističnega centra panonija v občini beltinci zelo kompleksen projekt ki je za luko koper lokalno skupnost in državo strateškega pomena,neutral
pismo o nameri za gradnjo regionalnega distribucijskega središča panonija ki bo stal 20 milijonov evrov v njem pa naj bi se zaposlilo 300 ljudi so 21 marca lani podpisali predstavniki luke koper ministrstev za gospodarstvo promet okolje in prostor ter občin beltinci in lendava,neutral
konec tedna imate zadnjo priložnost za obisk mednarodnega avtomobilskega salona v ženevi na katerem razstavlja okrog 250 največjih proizvajalcev jeklenih konjičkov,neutral
5 marca se je začel ženevski mednarodni avtomobilski sejem potekal pa bo samo še do 15 marca že v prvih štirih dneh je pritegnil 270 tisoč obiskovalcev organizatorji pa jih do zaključka sejma pričakujejo skupaj okrog 700 tisoč avtomobilski navdušenci tako lahko občudujejo 130 svetovnih premier novih jeklenih konjičkov,neutral
ta ugledni avtomobilski salon se sicer odvija v času ko avtomobilska industrija zaradi posledic svetovne finančne in gospodarske krize beleži močan upad povpraševanja po avtomobilih posledično pa beleži slabe poslovne rezultate zmanjšuje proizvodnjo in odpušča,negative
pomemben poudarek letošnjega sejma je zato na manjših energijsko učinkovitejših in do okolja prijaznejših avtomobilov organizatorji so tako zeleni tehnologiji namenili kar posebno halo tam so predstavljeni avtomobili z manjšo porabo goriva oziroma vozil na hibridni pogon pri katerih gre za kombinacijo bencinskega ali dizelskega motorja z električno energijo v celoti električnih vozil in drugih rešitev,neutral
obisk schwarzeneggerja,neutral
na sejmu ki ga je že na začetku nepričakovano obiskal tudi guverner ameriške zvezne države kalifornija arnold schwarzenegger je prisotna večina največjih avtomobilskih proizvajalcev od ameriških evropskih do azijskih skupaj razstavlja okrog 250 podjetij na ogled pa so povsem novi oziroma nove različice obstoječih modelov med njimi so opel ampera volkswagen polo ford fiesta škoda yeti honda insight hybrid citroen ds3,neutral
ženevski avtomobilski salon ki časovno prihaja za salonom v ameriškem detroitu sicer sodi med največje avtomobilske salone na svetu med drugim tudi zaradi svoje nevtralnosti saj nima večjega avtomobilskega proizvajalca ki bi imel prednost domačega terena,neutral
gorenje je državne subvencije prelilo v plače zaposlenih težava pa je da se od 60 evrov odšteje plačilo davka zato predsednik uprave bobinac poziva naj bodo subvencije oproščene obremenitev,neutral
gorenje je državne subvencije zaradi uvedbe 36urnega delovnika prelilo v plače zaposlenih čeprav jim država še ni nakazala sredstev sicer opozarjajo da subvencija znaša 60 evrov na zaposlenega vendar je treba od tega zneska plačati prispevke in davek oziroma dohodnino državi,neutral
delavci gorenja so ob plačah dobili dodatke zaradi subvencij,positive
od 60 evrov se torej obračunavajo prispevki na plačo oziroma prispevki delodajalca v višini 16 10 odstotka na bruto znesek in potem od bruto zneska še prispevki od plače oziroma prispevki delojemalca v višini 22 10 odstotka ter davek dohodnina po povprečni stopnji ki velja za posameznika zaradi različnih povprečnih stopenj za obračun dohodnine in različnih olajšav so tudi neto zneski subvencij ki so jih izplačili ob februarski plači različni znesek je višji pri delavcih ki prejemajo nižjo plačo in imajo več olajšav,neutral
zato je predsednik uprave gorenja franjo bobinac ministru za delo družino in socialne zadeve ivanu svetliku predlagal da bi vlada spremenila podzakonske akte tako da država subvencij ne bi obremenila z davki in prispevki temveč bi to obravnavala kot solidarnostno pomoč ki je teh obremenitev oproščena s tem bi zagotovili neto izplačilo 60 evrov zaposlenim uprava gorenja namreč zagovarja da je nesmiselno da država najprej nakaže pomoč potem pa od tega zneska zahteva nazaj dajatve prispevke in tako zmanjša izplačilo subvencij zaposlenih za 30 do 50 odstotkov,neutral
